id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,Reason ,Confidence 
4859,Y4,راجعت مريضة تبلغ من العمر 25 سنة بكتلة شاهدتها صدفة منذ 3 أسابيع في ثديها الأيسر ويمكن تحريك الكتلة من قبل المريضة ضمن نسيج الثدي. ما هو التشخيص المحتمل؟,Surgery,Surgery,سرطان ثدي التهابي.,سل ثدي.,داء باجيت.,غدوم ليفي.,أكزيما في الثدي.,,D,ABCDE,,
4860,Y4,راجعت مريضة تبلغ من العمر 50 عاماً بشكاية ألم واحمرار في الثدي الأيمن منذ شهر وقد عولجت من قبل طبيب آخر بالصادات لمدة أسبوعين من دون تحسن وقد ازدادت الحالة سوءاً مما دفعها إلى مراجعة طبيب جراحة ما هو التشخيص المحتمل؟,Surgery,Surgery,غدوم ليفي.,داء باجيت.,سرطان التهابي.,خراج ثدي.,أكزيما.,,C,ABCDE,,
4861,Y4,بالنسبة للمريضة السابقة ما هي الوسيلة المناسبة لوضع التشخيص الأكيد؟,Surgery,Surgery,اجراء ايكو للثدي.,اجراء FNA.,إجراء Core biopsy,اجراء ماموغرام.,اجراء خزعة جراحية.,,C,ABCDE,,
4862,Y4,بالنسبة للمريضة السابقة ما هو العلاج المناسب؟,Surgery,Surgery,الاستئصال الجراحي.,العلاج الشعاعي.,العلاج الكيماوي.,المعالجة الهرمونية.,,,D,ABCDE,,
4863,Y4,راجعت مريضة مسنة مشخصي لديها سابقاً داء هاشيموتو بعقدة قاسية غير منتظمة في الفص الدرقي الأيمن. ما هو التشخيص المحتمل؟,Surgery,Surgery,سرطان لبي.,سرطان جريبي.,لمفوما.,سرطان غير مصنع.,سرطان حليمي.,,C,ABCDE,,
4864,Y4,راجع طفل يبلغ من العمر 12 سنة بعقدة درقية مع ضخامة عقد لمفية ناحية ما هو التشخيص المحتمل؟,Surgery,Surgery,سرطان لبي.,سرطان جريبي.,المفوما.,سرطان حليمي.,سرطان غير مصنع.,,D,ABCDE,,
4865,Y4,راجعت مريضة في منتصف العمر بسلعة درقية لفترة طويلة والفص الأيمن متضخم بشكل أكبر من الأيسر وسريريا وسري كانت في حالة سواء درقي. ما هو التشخيص المحتمل؟,Surgery,Surgery,عقدة درقية سليمة.,داء غريف.,سلعة متعددة العقد.,سرطان حليمي.,سرطان جريبي.,,C,ABCDE,,
4866,Y4,فتاة في الربيع الخامس شكت من عسرة تنفس بالفحص تبين بوجود كتلة في جوف الفم بقطر 3 سم على الخط الناصف وعلى مؤخرة اللسان. ما هو التشخيص الأكثر احتمالاً؟,Surgery,Surgery,لوزة لسانية.,درق لسانية.,جسم أجنبي علق باللسان.,Dermoid,وذمة عصبية وعائية.,,B,ABCDE,,
4867,Y4,شابة في ربيعها الأربعين تشكو من نقص وزن مع خفقان وجحوظ في العينين. بالفحص السريري تبين وجود سلعة درقية متوسطة الحجم منتشرة ومتجانسة، بالفحوص الدموية تبين وجود فرط نشاط درق بدني، ما هو العلاج غير المرغوب به في هذه الحالة؟,Surgery,Surgery,إعطاء الميتيمازول Methimazoli,إعطاء محلول اللوغول Lugols iodine,المعالجة الشعاعية باليود I 131,استئصال الدرق التام.,الستيروئيدات.,,C,ABCDE,,
4868,Y4,راجع مريض بدانة طبيبه وكان BMI لديه 40 فقرر الطبيب إجراء عملية sleeve gastrectomy ما هو الإجراء الأول الذي يجب إجراؤه قبل العملية؟,Surgery,Surgery,استشارة طبيب تغذية.,الحصول على موافقة المريض.,اجراء التحاليل الدموية اللازمة.,تحول المريض لطبيب نفسي.,,,B,ABCDE,,
4869,Y4,راجع مريض بدانة طبيبه وكان BMI لديه 40 فقرر الطبيب إجراء عملية Sleeve gastrectomy ما هو الإجراء الأول الذي يجب إجراؤه قبل العمل الجراحي؟,Surgery,Surgery,استشارة طبيب التغذية.,تحويل المريض لطبيب نفسي.,الحصول على موافقة المريض.,إجراء التحاليل الدموية اللازمة.,,,C,ABCDE,,
4870,Y4,يعاني مريض عمره 25 سنة من عدم ارتياح عام ونقصان في الوزن وترفع حروري وبراز ملطخ بالدم على نحو متقطع خلال الست أسابيع الأخيرة بعد عودته من شبه القارة الهندية حيث عمل هناك لمدة ستة أشهر. بالفحص السريري: كبدية مع مضض في الربع العلوي الأيمن وأظهر الإيكو جوفا ناقص الصدى الفص الكبدي الأيمن ذو حواف واضحة. ما هو التشخيص المحتمل؟,Surgery,Surgery,خراجة كبدية قيحية.,خراجة كبدية زحارية.,كيسة مائية كبدية.,التهاب كبد فيرسي.,,,B,ABCDE,,
4871,Y4,يعاني مريض عمره 50 سنة ويبدو بصحة جيدة من أصمية حديثة وايلام وألم في الربع العلوي الأيمن لمدة 3-4 أشهر. كان الفحص السريري سلبيا. سريري سلبياً وكانت وظائف الكبد طبيعية وكذلك. التنظير الهضمي العلوي أما الايكو فأظهر وجود آفة كيسية وحيدة تبلغ 6 سم. ما هو التشخيص المحتمل؟,Surgery,Surgery,متلازمة بود شياري.,التهاب الطرق الصفراوية المصلب البدئي.,عداء كارولي.,داء كيسي بسيط,,,D,ABCDE,,
4872,Y4,راجعت مريضة تبلغ من العمر 30 سنة بقصة ألم مستمر في الربع العلوي الأيمن من البطن مع إقياء وارتفاع حرارة وإيجابية علامة مورفي ما هو التشخيص المحتمل؟,Surgery,Surgery,تقيح مرارة.,التهاب مرارة حاد.,قيلة مخاطية في المرارة.,التهاب بريتوان تالي لانثقاب مرارة.,خزل معوي بسبب حصاة مرارية.,,B,ABCDE,,
4873,Y4,راجع مريض مشخص لديه سابقة حصيات مرارية يبلغ من العمر 60 سنة بقصة ألم بطني شديد ومستمر 6 ساعات وبالفحص السريري كان المريض غير مرتاح ومصدوم من انتفاخ البطن ومضض راجع معممين ما هو التشخيص المحتمل؟,Surgery,Surgery,تقيح مرارة.,التهاب مرارة حاد.,قيلة مخاطية في المرارة.,التهاب بريتوان تالي لانثقاب مرارة.,خزل معوي بسبب حصاة مرارية.,,D,ABCDE,,
4874,Y4,راجع مريض يبلغ من العمر 56 سنة بألم شديد في أعلى 4 البطن منذ أسبوع مع حرارة spiking fever وكان غير مرتاح بشدة مع وجود علامات لتخريش بريتواني في الربع العلوي الأيمن مع جس كتلة ما هو التشخيص المحتمل؟,Surgery,Surgery,تقيح مرارة.,التهاب مرارة حاد.,قيلة مخاطية في المرارة.,التهاب بريتوان تالي لانثقاب مرارة.,خزل معوي بسبب حصاة مرارية.,,A,ABCDE,,
4875,Y4,راجع مريض يبلغ من العمر 60 سنة بقصة ألم بطني ويرقان وحرارة مع عروءات، ماهو التشخيص المحتمل؟,Surgery,Surgery,تقيح مرارة.,التهاب مرارة حاد.,قيلة مخاطية في المرارة.,التهاب طرق صفراوية صاعد.,خزل معوي بسبب حصاة مرارية.,,D,ABCDE,,
4876,Y4,عولجت مريضة تبلغ من العمر 40 سنة لالتهاب مرارة حاد حيث لوحظ وجود مرارة مجسوسة غير ممضه، لم يكن هناك ترفع حروري وكانت المريضة بشكل عام بصحة جيدة، ما هو التشخيص المحتمل؟,Surgery,Surgery,تقيح مرارة.,التهاب مرارة حاد.,قيلة مخاطية في المرارة.,خزل معوي بسبب حصاة مرارية.,,,C,ABCDE,,
4877,Y4,مريض عمره 80 سنة لديه تصبغ جلدي ملحوظ ونسيج ندبي ولديه ندبات بطنية لاستئصال كظر ثنائي الجانب. ما هو التشخيص المحتمل؟,Surgery,Surgery,فرط تصنع كظر خلقي.,داء أديسون.,متلازمة نيلسون.,نزف في الغدة الكظرية.,,,C,ABCDE,,
4878,Y4,راجع مريض عمره 48 سنة باضطراب رئوي وصداع وارتفاع ضغط ما هو التشخيص المحتمل؟,Surgery,Surgery,متلازمة كوشينغ.,داء كوشينغ.,متلازمة كون.,متلازمة نيلسون.,,,C,ABCDE,,
4879,Y4,مريض ربو مع تفاقم متكرر لحالته تطور لديه بشكل تدريجي شعرانية مع بدانة جذعية وكدمات ما هو التشخيص المحتمل؟,Surgery,Surgery,متلازمة كوشينغ.,داء كوشينغ.,متلازمة كون.,ورم القوائم.,,,A,ABCDE,,
4880,Y4,امرأة مسنة عمرها 30 سنة تشكو آلام مفصلية مع وهن عضلي الفحص الفيزيائي كان طبيعياً الروتين الدموي أظهر النتائج التالية: الخضاب الدموي طبيعي، وظائف الكلية البولة والكرياتنين سوية، كالسيوم المصل 11-12 ملغ / دل، أي الحالات التالية لا تتناسب مع حالة المريضة:,Surgery,Surgery,وجود الميوغلوبين في البول.,عيار الهرمون PTH مرتفع في المصل.,اطراح الكالسيوم في البول مرتفع.,قد تشاهد أورام بنكرياسية.,قد تشاهد أورام نخامية.,,C,ABCDE,,
4881,Y4,أثناء إجراء ايكو بطن لسيدة حامل تبلغ من العمر 30 سنة تبين وجود كتلة متكلسة في الشرسوف يبلغ قطرها 1 سم وقد سمع لغط في منطقة الشرسوف ولم يكن لديها أي أع أعراض. ما هو التشخيص المحتمل؟,Surgery,Surgery,تمزق طحال.,احتشاء طحال.,أم دم شريان طحالي.,فرفريه نقص الصفيحات البدنية.,داء تكور الكريات الحمر الوراثي.,,C,ABCDE,,
4882,Y4,طفل عمره 7 سنوات يعاني من فقر دم منجلي، بدأ يشكو منذ ساعتين من ألم بطني حاد في الربع العلوي الأيسر من البطن. بالفحص الضغط 60/100 ملم زئبقي النبض 110 ن/د.الحرارة 37. بالجس يوجد مضض في الربع العلوي الأيسر للبطن بدون ايلام مرتد يجس الطحال بصعوبة، باقي الفحص ضمن الحدود الطبيعية. الخضاب 6.1 غ / دل. التشخيص الأكثر احتمالاً هو,Surgery,Surgery,نوبة ألمية بسبب انسداد الأوعية الدموية.,نوبة تراص حادة.,تمزق طحال عفوي.,خراج طحال.,احتشاء طحال.,,A,ABCDE,,
4883,Y4,سيدة عمرها 40 سنة تشكو من فرفرية مناعية مزمنة Chronic immune thrombocytopenic purpura (ITP) معندة على العلاج بالستيروئيدات اقترح لها استئصال طحال ماهي نسبة الاستفادة من الجراحة؟,Surgery,Surgery,أقل من 20%,0.4,0.6,0.8,لا فائدة من الجراحة.,,A,ABCDE,,
4884,Y4,راجع مريض بعمر 70 سنة دون سوابق جراحية بألم بطني متقطع منذ أسبوع وتوسع بطني وإقياء مستمر منذ يوم، بالفحص المريض لا يوجد فتوق مع تعداد 3000 كرية بيضاء / مم ما هي الخطوة التالية؟,Surgery,Surgery,مراقبة 24 ساعة أخرى.,إجراء تنظير هضمي علوي.,فتح بطن عاجل.,إجراء (CT) التصوير الطبقي المحوسب للبطن.,إجراء تحليل CEA,,D,ABCDE,,
4885,Y4,راجع مريض 20 عاماً من الرقة يعاني من ألم بطني غير محدد وحين متوسط الكمية وترفع حروري بسيط وتعرق ليلي، نقص وزن وقهم وإعياء منذ عدة أسابيع، ما يلي يدخل في التشخيص التفريقي ما عدا:,Surgery,Surgery,التهاب بريتواني سلي.,تسرطن بيرتواني.,لمفوما.,تشمع الكبد.,التهاب كبد فيروسي A.,,E,ABCDE,,
4886,Y4,غالباً يتم الوصول للتشخيص الباكر الأكيد بإجراء (واحد مما يلي):,Surgery,Surgery,تنظير للبطن باكر وأخذ جرعات بيرتوانية أو موجهة.,تحاليل دموية.,تنظير هضمي علوي.,تنظير هضمي سفلي.,خزعة النقي.,,A,ABCDE,,
4887,Y4,يشمل العلاج المناسب المريض السابق ما يلي ما عدا:,Surgery,Surgery,حل المشكلة الأساسية.,الحمية الغذائية عالية البروتين.,الحمية الغذائية عالية الملح.,إعطاء المدرات الطارحة للبوتاسيوم.,إعطاء المدرات الحافظة للبوتاسيوم.,,C,ABCDE,,
4888,Y4,مريضة عمرها 60 سنة، مصابة بحبن متوسط الشدة منذ شهرين. كل ما يلي يدخل في خطة العمل والبحث عن السبب ما عدا:,Surgery,Surgery,القصة السريرية.,الفحص السريري.,الفحوص المخبرية.,الفحوص التنظيرية الداخلية.,فتح البطن الاستقصائي أولاً.,,E,ABCDE,,
4889,Y4,يشمل علاج المريضة السابقة ما يلي ما عدا:,Surgery,Surgery,حل المشكلة الأساسية.,الحمية الغذائية عالية البروتين.,الحمية الغذائية عالية الملح.,إعطاء المدرات الطارحة للبوتاسيوم.,إعطاء المدرات الحافظة للبوتاسيوم.,,C,ABCDE,,
4890,Y4,العوامل التي تساعد على انتشار الإنتان في البريتوان وحدوث التهاب البريتوان المعمم: كل ما يلي صحيح ما عدا:,Surgery,Surgery,سرعة حدوث التلوث الجرثومي.,تحريض الأمعاء على الحركة عن طريق الطعام أو الشراب أو الرحضات الشرجبة.,الفحص الخشن: قد يساهم في تمزق التجمعات المتوضعة.,الثرب النامي خاصة لدى الأطفال.,نقص المناعة والفوعة الجرثومية الشديدة.,,D,ABCDE,,
4891,Y4,مريضة عمرها 20 سنة مصابة بحبن متوسط الشدة منذ شهر، كل ما يلي يدخل في خطة العمل والبحث عن السبب ما عدا:,Surgery,Surgery,القصة السريرية والفحص السريري.,الفحوص المخبرية والشعاعية.,بزل سائل الحين.,الفحوص التنظيرية الداخلية.,تنظير البطن الاستقصائي أولاً.,,E,ABCDE,,
4892,Y4,يشمل علاج المريضة السابقة ما يلي ما عدا:,Surgery,Surgery,حل المشكلة الأساسية.,الحمية الغذائية فقيرة الملح.,الحمية الغذائية عالية الشحوم.,إعطاء المدرات طارحة البوتاسيوم.,إعطاء المدرات الحافظة للبوتاسيوم.,,C,ABCDE,,
4893,Y4,العوامل التي تساعد على تحديد انتشار الإنتان في البيرتوان وحدوث التهاب البيرتوان الموضع: كل ما يلي صحيح ما عدا:,Surgery,Surgery,وضع المتفجرات الجراحية لكي تسمح بنز السوائل بشكل موجه عبرها.,الفحص الخشن: قد يساهم في تمزق التجمعات المتوضعة.,الثرب صغير الحجم وغير النامي: الأطفال.,نقص المناعة: الدوائي أو المرضي (الداء السكري، السل، الأيدز، تشمع الكبد).,الفوعة الجرثومية الشديدة.,,A,ABCDE,,
4894,Y4,راجع مريض بعمر 70 سنة دون سوابق جراحية بألم -بطني متقطع منذ أسبوع وتوسع بطني وإقياء مستمر منذ يوم، بفحص المريض لا توجد فتوق مع تعداد 3000 كرية بيضاء / مم ما هي الخطوة التالية؟,Surgery,Surgery,مراقبة 24 ساعة أخرى.,إجراء تنظير هضمي علوي.,فتح بطن عاجل.,إجراء (CT) التصوير الطبقي المحوسب للبطن.,إجراء تحليل CEA,,D,ABCDE,,
4895,Y4,أي الحالات التالية قد يستجيب على العلاج المحافظ؟,Surgery,Surgery,مريضة 70 سنة مع انفتال معي متوسط.,مريضة 80 سنة مع انسداد بحصة مرارية.,مريضة 45 سنة بانسداد بعد 10 أيام من استئصال مرارة بالمنظار.,طفل بعمر يومين لديه انسداد معوي.,شاب 20 سنة لديه انسداد معوي جزئي مع فتق أربى غاصص.,,C,ABCDE,,
4896,Y4,شاب 20 سنة بعد 20 يوماً من استئصال زائدة ملتهبة. راجع الإسعاف بإقياء مع تمدد بطن وإيلام خفيف. تعداد WBC كان 14000 كرية/ مم2 والكهارل طبيعية، الخطوة التالية؟,Surgery,Surgery,مراقبة 24 ساعة أخرى مع وضع NG.,إجراء تنظير هضمي سفلي.,فتح بطن عاجل.,إجراء رحضة باريتية.,إجراء (CT) التصوير الطبقي المحوسب للبطن.,,A,ABCDE,,
4897,Y4,بالغ 45 سنة لديه ألم بطني حاد والتشخيص هو التهاب مرارة حاد. ماهي العلامات الأكثر توافقاً مع المريض؟,Surgery,Surgery,حمى وألم مراق أيمن متقطع ويرقان.,ألم بطني مستمر ومضض مراق أيمن وارتفاع الكريات البيضاء.,ألم مراق أيمن متقطع مع مضض خفيف فوق المرارة,ألم شرسوف ينتشر للظهر.,يرقان صامت مع مرارة متوترة مجسوسة وغير مؤلمة.,,B,ABCDE,,
4898,Y4,أتى شاب 32 سنة لقسم الطوارئ بقصة إقياء (لكميات كبيرة من الدم الأحمر القاني). ما هي الخطوة الأولى الأهم في تدبير هذا المريض؟,Surgery,Surgery,القصة السريرية والفحص السريري.,تحديد عيار الخضاب.,الإنعاش بالسوائل.,وضع أنبوب أنفي معدي.,إجراء تنظير هضمي علوي إسعافي.,,C,ABCDE,,
4899,Y4,مريض 70 سنة تطور لديه بعد 3 أيام من احتشاء قلبي ألم بطني مع تعدد البطن وخفوت في أصوات الأمعاء. تحليل غازات الدم يشير إلى احمضاض استقلابي. فالتشخيص المحتمل هو؟,Surgery,Surgery,انثقاب قرحي.,احتشاء مساريقي.,انسداد قولون كاذب.,التهاب بنكرياس حاد.,التهاب رتوج.,,B,ABCDE,,
4900,Y4,مريضة عمرها 50 عاماً بعد أسبوعين من استئصال رحم تام لآفة سليمة، راجعت قسم الإسعاف بقصة خروج مفرزات برازية غزيرة من الجرح في اليوم الثالث مع حالة عامة متوسطة، وفلغمون في منطقة الجرح. فالحالة هي أحد ما يلي ماعدا:,Surgery,Surgery,ناسور جلدي معوي مع الأعور.,ناسور جلدي معوي مع الدقاق.,ناسور جلدي معوي مع السين.,ناسور جلدي معوي مع المستقيم.,,,B,ABCDE,,
4901,Y4,لدينا مجموعة من المرضى الذين يعانون من انسداد أمعاء لأسباب مختلفة، ويجب إجراء التداخل الجراحي يشكل باكراً مع عدم الانتظار فيكل ما يلي ما عدا: إجابة خاطئة,Surgery,Surgery,بسبب فتق ظاهر مختنق.,بسبب آفة اقفارية مساريقية.,ليس لديه تداخل جراحي على البطن.,لديه تداخل جراحي على البطن.,بعد مجازات إكليلية.,,C,ABCDE,,
4902,Y4,في المراكز الجراحية المتطورة، إن القاعدة الجراحي الأصح حالياً في مراقبة المريض أثناء تدبير مريض الانسداد المعوي ووضع القرار الجراحي المناسب، هي:,Surgery,Surgery,يجب ألا تغيب الشمس مرتين على مريض الانسداد المعوي,يحب ألا تشرق الشمس مرتين على مريض الانسداد المعوي.,يجب إجراء طبقي محوري عاجل، حسب السبب الظاهر بالصور يمكن إتباع المراقبة أو إجراء تداخل جراحي عاجل.,يجب دائماً عدم إجراء الجراحة حتى يتم استقرا المريض بعد الإنعاش.,,,D,ABCDE,,
4903,Y4,مريض عمره 50 سنة حدثت لديه بداية مفاجئة الألم البطني (خلال ثواني) شرسوفي سري، كل ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,التهاب البنكرياس الحاد.,تمزق أم دم الشريان الأبهري البطني.,احتشاء العضلة القلبية السفلي.,التهاب زائدة دودية حاد.,الانسداد المساريقي الحاد.,,D,ABCDE,,
4904,Y4,راجعت مريضة عمرها 35 سنة بقصة انسداد معوي منذ ثلاثة أيام، في السوابق توجد قصة فتح بطن لاستئصال زائدة دودية بعمر 9 سنوات، في التدبير يمكن اجراء ما يلي ما عدا:,Surgery,Surgery,تعويض السوائل والشوارد.,اجراء صورة بطن بوضعية الوقوف.,اجراء تصوير طبقي محوري.,إعطاء صادات حيوية وقائياً.,مراقبة المريضة لفترة 24 ساعة أخرى.,,E,ABCDE,,
4905,Y4,في المريضة السابقة إذا كانت الصورة البسيطة تدل على سويات معوية دقيقة وغياب لارتسام الكولونات وكانت مقاطع التصوير الطبقي المحوري تشير لتوسع عرى المعي فالتشخيص المحتمل هو:,Surgery,Surgery,وجود تنشؤ على حساب الكولون.,المريضة مصابة بداء كرون ساد.,وجود التهاب قولون سمي.,التصاقات معوية.,التهاب زائدة دودية حاد.,,D,ABCDE,,
4906,Y4,مريض عمره 50 سنة حدثت لديه بداية مفاجئة لألم بطني خلال ثوالي شرسوفي سري، كل ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,انثقاب قرحة هضمية.,التهاب زائدة دودية حاد.,تمزق أم دم الشريان الأبهري البطني.,احتشاء العضلة القلبية.,انسداد المساريقي الحاد.,,B,ABCDE,,
4907,Y4,مريض عمره 65 سنة تطور لديه الم بطني حاد مفاجئ مستمر في الربع الفلي الأيمن منذ ساعة، تلاه الام ماغصة سرية مع غثيان، الفح السريري يبدي سحنة سمية مع فحص بطني سوي تقريباً فالتشخيص الأقوى هو:,Surgery,Surgery,التهاب معدة وأمعاء.,التهاب كولون غشائي كاذب.,التهاب زائدة دودية حاد.,انسداد أمعاء بنقص التروية.,حالة نفسية.,,D,ABCDE,,
4908,Y4,إن الفحص المقترح المشخص للمريض السابق هو:,Surgery,Surgery,ايكو بطن.,صورة بطن بالوقوف.,طبقي محوري للبطن بدون حقن.,تصوير وعاني مساريقي.,فحص البراز.,,D,ABCDE,,
4909,Y4,إن خط العلاج للمريض السابق تتضمن ما يلي ما عدا:,Surgery,Surgery,تعويض السوائل والشوارد.,عمل جراحي عاجل بعد تحسن الحالة العامة.,تأخير العمل الجراحي حت تتحسن الحالة العامة.,قثطرة وعائية مساريقية عاجلة إن توفرت ...,وضع المريض على المميعات.,,C,ABCDE,,
4910,Y4,راجعت مريضة عمرها 35 سنة بقصة انسداد معوي منذ ثلاثة أيام، في السوابق توجد قصة التهاب كولون قرحي منذ عشر سنوات، بالفحص الشرجي وجدت نواسير شرجية عديدة، في التدبير يمكن اجراء ما يلي ما عدا:,Surgery,Surgery,تعويض السوائل والشوارد.,اجراء صورة بطن بوضعية الوقوف.,إجراء تصوير طبقي محوري.,إعطاء صادات حيوية وقائياً.,مراقبة المريضة لفترة 24 ساعة أخرى.,,E,ABCDE,,
4911,Y4,في المريضة السابقة إذا كانت الصورة البسيطة: تدل على سويات معوية دقيقة وغياب الارتسام الكولونات وكانت مقاطع التصوير الطبقي المحوري تشير لتوسع عرى: المعي الدقيق وزيادة في شحم المساريقا مع عدم ارتسام الكولون بالكامل فالتشخيص المحتمل هو:,Surgery,Surgery,وجود تنشو على حساب الكولون المتقرح.,المريضة مصابة بداء كرون ساد وليس التهاب كولون قرحي.,وجود التهاب قولون سمي.,التصاقات معوية.,التهاب زائدة دودية حاد.,,D,ABCDE,,
4912,Y4,مريض عمره 60 سنة، مصاب بداء كرون منذ عشر سنوات راجع مشفى بقصة حمى وعرواءات تلاها خروج هواء ومفرزات معوية عند التبول، فالتشخيص,Surgery,Surgery,ناسور معدي مثاني.,ناسور كولوني كلو.,ناسور هضمي بولي.,ناسور كولوني حالبي.,ناسور معوي مثاني.,,A,ABCDE,,
4913,Y4,مريضة بدينة عمرها 45 سنة أجري لها استئصال واسع: للأمعاء الدقيقة نتيجة تموت اقفاري، وبقي لديها 45 سم من المعي الدقيقة، مع بقاء الكولون سليم. كل ما يلي يتوقع حدوثه عند هذه المريضة ما عدا:,Surgery,Surgery,فرط الإفراز المعدي لعاة أسابيع فقط.,تشكل الحصيات الصفراوية.,فرط الأوكسالات البولية مع تحصي كلوي.,الإسهال والتغوط الدهني.,نقص شديد في الوزن.,,A,ABCDE,,
4914,Y4,في خطة علاج المريضة السابقة نجري كل ما يلي ما عدا:,Surgery,Surgery,نجري اضطرابات عوامل التخثر.,وضع المريضة على المعالجة بالوارفارين الفموي.,دعم تغذية المريضة الفموي حصراً.,إعطاء مثبطات الحركة.,إعطاء مضادات الإفراز الحمضي المعدي.,,C,ABCDE,,
4915,Y4,قد يترافق الناسور المعوي الجلدي الذي يحدث بعد خمسة أيام من استئصال الأمعاء الدقيقة القطعي بسبب داء كرون قد يترافق مع ما يلي ما عدا:,Surgery,Surgery,تسريب مفاغرة.,انسداد معوي اثم بعد الناسور.,وجود خراج مفجر بشكل ناقص مجاور للمفاغرة.,حدوث تغميم أمعاء رضي أثناء فك الالتصاقات لم ينتبه له.,داء كرون الناكس.,,B,ABCDE,,
4916,Y4,مريضة شابة نفساء في الأسبوع الثاني، راجعت بالم بطني سفلي حاد منذ ساعة فكل ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,خثار مبيضي.,قولنج مراري.,التهاب البنكرياس الحاد.,التهاب رتج ميكل حاد.,انثقاب قرحة هضمية.,,B,ABCDE,,
4917,Y4,مريض عمره 45 سنة حدثت لديه بداية مفاجئة لألم بطني (خلال ثواني) شرسوفي سري ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,احتشاء العضلة القلبية السفلي.,الانسداد المساريقي الحاد.,التهاب البنكرياس الحاد.,التهاب رتج ميكل حاد.,انثقاب قرحة هضمية.,,C,ABCDE,,
4918,Y4,مريضة شابة نفساء في الأسبوع، راجعت بألم بطني سفلي حاد منذ ساعة فكل ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,خثار مبيضي.,انفتال كيسة مبيض.,نوب تحت انسداد معوي.,التهاب الزائدة الدودية الحاد.,قولنج مراري.,,E,ABCDE,,
4919,Y4,مريض عمره 50 سنة حدثت لديه بداية مفاجئة لألم بطني (خلال ثواني) شرسوفي سري، ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,التهاب البنكرياس الحاد.,تمزق أم دم الشريان الأبهري البطني.,احتشاء العضلة القلبي السفلي.,التهاب زائدة دودية حاد.,الانسداد المساريقي الحاد.,,D,ABCDE,,
4920,Y4,مريضة متزوجة بعمر 30 سنة لديها سوابق تداخل جراحي على البطن، مع سوابق تباعد طموث شديد وتعاني من ألم بطني سفلي متكرر يستمر عدة ساعات راجعت بالم بطني سفلي حاد منذ ساعة فكل ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,حمى بحر أبيض متوسط.,قولنج مراري.,نوب تحت انسداد معوي.,التهاب الزائدة الدودية الحاد.,تمزق الحمل الهاجر.,,B,ABCDE,,
4921,Y4,مريض عمره 50 سنة حدثت لديه بداية مفاجئة لألم بطني (خلال ثواني) شرسوفي سري، ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,انثقاب قرحة هضمية.,التهاب زائدة دودية حاد.,تمزق أم دم الشريان الأبهري البطني.,احتشاء العضلة القلبية.,الانسداد المساريقي الحاد.,,B,ABCDE,,
4922,Y4,فتاة عمرها 17 سنة كانت لديها ......... بطن حادة منذ ثلاثة أيام، أجري لديها فتح بطن ووجدت التهاب زائدة منتقبة، بعد العملية لم تتحسن حالتها العمة وتطور لديها عرواءات، كل ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,التهاب جرح.,جراحة بطنية.,ذات رئة قاعدية.,التهاب مثانة.,انتان حويضة وكلية.,,A,ABCDE,,
4923,Y4,إن خطة العلاج للمريضة السابقة يتضمن ما يلي ما عدا:,Surgery,Surgery,فحص سريري جيد لاسيما الجرح والمس الشرجي.,اجراء ايكو للبطن والحوض.,اجراء تقييم دموي جديد.,اجراء صورة صدر بسيطة.,اجراء تنظير بولي تشخيصي.,,A,ABCDE,,
4924,Y4,مريض عمره 50 سنة حدثت لديه بداية مفاجئة لألم بطني (خلال ثواني) شرسوفي سري، ما يلي يدخل بالتشخيص التفريقي ما عدا:,Surgery,Surgery,انثقاب قرحة هضمية.,تمزق أم دم الشريان الأبهري البطني.,احتشاء العضلة القلبية.,الانسداد المساريقي الحاد.,التهاب زائدة دودية حاد.,,E,ABCDE,,
4925,Y4,مريضة متزوجة بعمر 30 سنة لديها سوابق تداخل جراحي على البطن، مع سوابق تباعد طموث شديد وتعاني من ألم بطني سفلي متكرر يستمر عدة ساعات راجعت بألم بطني سفلي حاد منذ ساعة فكل ما يلي يدخل بالتشخيص التفريقي,Surgery,Surgery,حمى بحر أبيض متوسط.,نوب تحت انسداد معوي.,التهاب الزائدة الدودية الحاد.,الحمل الهاجر.,قولنج مراري.,,E,ABCDE,,
4926,Y4,راجعت قسم الإسعاف طفلة عمرها 10 سنوات تعاني منذ ساعتين من ألم حفرة حرقفية يمنى دون إيلام مرتد فالحالة التي لا تدخل فالتشخيص التفريقي:,Surgery,Surgery,التهاب زائدة دودية.,التهاب عقد مساريقية.,نزف رتج ميكل.,انتان بولي.,آلام بلوغ مبكر.,,C,ABCDE,,
