,﻿id,level,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,question_old,answer_text,question
4359,4361,Y1,Physiology,Physiology,الكبد,الكلية,الطحال,المعدة,,,C,ABCD,يتم تخرب الكريات الحمر بشكل رئيسي في:,الطحال,أين يتم تخرب الكريات الحمر بشكل رئيسي؟
4365,4367,Y1,Physiology,Physiology,ضغط الأوكسجين في الدم.,نقص الـ PH,قيمة VA/Q,الوزن الجزيئي للأوكسجين,,,A,ABCD,- العامل الأساسي الذي يحدد ارتباط الخضاب بالأوكسجين:,ضغط الأوكسجين في الدم.,ما هو العامل الأساسي الذي يحدد ارتباط الخضاب بالأوكسجين؟
4367,4369,Y1,Physiology,Physiology,الاريثروبويتين,الانترولوكين,التروميو موديولين,الترومبوبويتين,,,C,ABCD,عامل تفرزه الكلية ويؤثر في تشكيل الكريات الحمر:,التروميو موديولين,ما هو العامل الذي تفرزه الكلية ويؤثر في تشكيل الكريات الحمر؟
4369,4371,Y1,Physiology,Physiology,نقص النسبة المئوية لإشباع الخضاب بالأكسجين,نقص كمية الاكسجين المتحررة إلى النسج,زيادة النسبة المئوية إلشباع الخضاب بالأوكسجين,نقص كمية ثاني اكسيد الكربون المرتبطة بالخضاب,,,A,ABCD,يؤدي زيحان منحنى تفارق الاكسجين الخضاب نحو اليمين إلى:,نقص النسبة المئوية لإشباع الخضاب بالأكسجين,ماذا يؤدي زيحان منحنى تفارق الأكسجين الخضاب نحو اليمين؟
4371,4373,Y1,Physiology,Physiology,الخلايا الدبقية قليلة التغصنات,الخلايا السيسائية,الخلايا النجمية,الخلايا الدبقية الصغيرة,,,A,ABCD,تشكل غمد النخاعين في الجهاز العصبي المركزي :,الخلايا الدبقية قليلة التغصنات,ما الذي يشكل غمد النخاعين في الجهاز العصبي المركزي؟
4376,4378,Y1,Physiology,Physiology,التستسترون,البروجسترون,GNRH,"كل من A, B",,,B,ABCD,يتم تثبيط افراز ال FSH :,البروجسترون,ما الذي يثبط إفراز الـ FSH؟
4383,4385,Y1,Physiology,Physiology,عودة استقطاب البطينين,زوال استقطاب البطينين,عودة استقطاب الأذينين,زوال استقطاب الأينتين,,,B,ABCD,تمثل الموجة: QRS.,زوال استقطاب البطينين,ماذا تمثل الموجة QRS؟
4400,4402,Y1,Physiology,Physiology,السوماتوستاتين,البرولكتين,هرمونات الدرق,السوماتوميدين,,,D,ABCD,يعتمد هرمون النمو في تأثيره على الخلية الهدف على:,السوماتوميدين,ما الذي يعتمد عليه هرمون النمو في تأثيره على الخلية الهدف؟
4403,4405,Y1,Physiology,Physiology,القسيم العضلي,الاقراص 2,الانابيب الطولانية,انابيب المستعرضة,,,D,ABCD,يضمن سرعة توصيل كامن الفعل الى جميع انحاء الليف العضلي:,انابيب المستعرضة,ما الذي يضمن سرعة توصيل كامن الفعل إلى جميع أنحاء الليف العضلي؟
4404,4406,Y1,Physiology,Physiology,الصوت الأول فقط,الصوتان الأول و الثاني,الصوتان الثالث والرابع,الاصوات الأول و الثاني ولثالث,,,B,ABCD,يسمع بوضوح في الحالة الطبيعية للإنسان :,الصوتان الأول و الثاني,ما الذي يسمع بوضوح في الحالة الطبيعية للإنسان؟
4408,4410,Y1,Physiology,Physiology,يزداد,ينقص,يبقي ثابتا,يزداد ثم ينقص,,,C,ABCD,عندما يصبح ضغط الدم 100 ممز فان معدل الترشيح الكبيبي:,يبقي ثابتا,ماذا يحدث لمعدل الترشيح الكبيبي عندما يصبح ضغط الدم 100 ممز؟
4412,4414,Y1,Physiology,Physiology,الأعضاء,الأجهزة,العضوية,النسيجي,,,B,ABCD,يعد تنظيم الضغط الشرياني على مستوى :,الأجهزة,ما هو المستوى الذي يعد عليه تنظيم الضغط الشرياني؟
4422,4424,Y1,Physiology,Physiology,تنبيه ضفيرة اورباخ,تنبيه ضفيرة مايستر,التنبيه الودي,التنبيه اللاودي.,,,D,ABCD,يثبط فعالية جهاز الهضم :,التنبيه اللاودي.,ما الذي يثبط فعالية جهاز الهضم؟
4435,4437,Y2,Physiology,Physiology,تموضع قوي,تموضع ضعيف,ثبات المبدأ,لخامة النسيج,,,B,ABCD,تُعزى ظاهرة الانتشار الخلفي المترابط إلى:,تموضع ضعيف,ما هي الأسباب التي تُعزى إليها ظاهرة الانتشار الخلفي المترابط؟
4439,4441,Y1,Physiology,Physiology,الموجة P.,الموجة QRS.,الموجة T.,لا شيء مما سبق.,,,C,ABCD,صوت القلب الثاني يحدث مباشرة بعد:,الموجة T.,ما الذي يحدث مباشرة قبل صوت القلب الثاني؟
4442,4444,Y1,Physiology,Physiology,الإنتيروكيناز,مالتاز,ليباز,أمينو بولي ببتيداز,,,A,ABCD,الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين هو:,الإنتيروكيناز,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟
4446,4448,Y1,Physiology,Physiology,إنهاء التقلص الأذيني قبل بدء التقلص البطيني.,ضمان انتقال الدم من الأذينة إلى البطين.,لضمان الحفاظ على نتاج قلبي سوي.,كل ما سبق صحيح.,,,D,ABCD,تعود أهمية التأخير الذي يحدث أثناء مرور كامن الفعل في العقدة الأذينية البطينية:,كل ما سبق صحيح.,ما هي أهمية التأخير الذي يحدث أثناء مرور كامن الفعل في العقدة الأذينية البطينية؟
4447,4449,Y1,Physiology,Physiology,دخول شوارد الكالسيوم.,دخول شوارد الصوديوم.,عدم دخول شوارد البوتاسيوم.,ليس أيا مما سبق.,,,A,ABCD,سبب ظهور طور الهضبة في كامن فعل العضلة القلبية هو:,دخول شوارد الكالسيوم.,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟
4450,4452,Y1,Physiology,Physiology,الصوديوم,الكالسيوم,البوتاسيوم,الكلور,,,B,ABCD,يعود طور الهضبة في كمون عمل الليف العضلي القلبي إلى انفتاح أقنية:,الكالسيوم,ما هو سبب طور الهضبة في كمون عمل الليف العضلي القلبي؟
4469,4471,Y1,Statistics,Statistics,المخطط الصندوقي,مخطط الدائرة,مخطط الساق والورقة,مخطط الانتشار,,,A,ABCD,المخطط الذي عبارة عن صندوق ذو قرنين ممتدين بشكل موازي للمحور الشاقولي الذي تتوزع عليه القياسات:,المخطط الصندوقي,ما هو المخطط الذي عبارة عن صندوق ذو قرنين ممتدين بشكل موازي للمحور الشاقولي الذي تتوزع عليه القياسات؟
4472,4474,Y1,Statistics,Statistics,الرتبي,الفتروي,النسبي,الاسمي,,,A,ABCD,المقياس الذي يسمح بترتيب السمات دون اعتبار لتساوي الفروق بين أي رتبتين هو:,الرتبي,ما هو المقياس الذي يسمح بترتيب السمات دون اعتبار لتساوي الفروق بين أي رتبتين؟
4473,4475,Y1,Statistics,Statistics,وجود علاقة طردية قوية,وجود علاقة عكسية قوية,وجود علاقة طردية ضعيفة,وجود علاقة عكسية ضعيفة,,,B,ABCD,إذا كانت قيمة معامل الارتباط تساوي −0.92-0.92، فهذا يعني:,وجود علاقة عكسية قوية,ماذا يعني أن تكون قيمة معامل الارتباط تساوي −0.92؟
4475,4477,Y1,Statistics,Statistics,التعداد,مسوح العينة,التعداد ومسوح العينة والسجلات السكانية,السجلات السكانية,,,C,ABCD,إن مصادر البيانات السكانية هي:,التعداد ومسوح العينة والسجلات السكانية,ما هي مصادر البيانات السكانية؟
4476,4478,Y1,Statistics,Statistics,البيانات الخام,البيانات المنظمة,البيانات الكمية,البيانات الاسمية,,,A,ABCD,بعد تحديد مجتمع الدراسة والعينة وقياس قيم المتغير على افراد العينة نحصل على:,البيانات الخام,ماذا نحصل عليه بعد تحديد مجتمع الدراسة والعينة وقياس قيم المتغير على أفراد العينة؟
4478,4480,Y1,Statistics,Statistics,نوعي,عشوائي مستمر,عشوائي منفصل,رتبي,,,C,ABCD,عدد الكريات الحمر هو متغير:,عشوائي منفصل,ما هو نوع المتغير الذي يمثله عدد الكريات الحمر؟
4479,4481,Y1,Statistics,Statistics,المقياس الفتروي,المقياس النسبي,المقياس الرتبي,المقياس الاسمي,,,A,ABCD,قيمة الصفر تكون نسبية وليست مطلقة في:,المقياس الفتروي,ما هو المقياس الذي تكون فيه قيمة الصفر نسبية وليست مطلقة؟
4480,4482,Y1,Statistics,Statistics,المخطط الصندوقي,مخطط الساق والورقة,مخطط الدائرة,مخطط الانتشار,,,B,ABCD,إن مخطط تنظيم البيانات والذي يشبه أسلوب الجداول التكرارية والأعمدة هو:,مخطط الساق والورقة,ما هو مخطط تنظيم البيانات الذي يشبه أسلوب الجداول التكرارية والأعمدة؟
4482,4484,Y1,Statistics,Statistics,ضعف العدد الثابت المحدد,العدد الثابت ذاته,الصفر,لا شيء مما ذكر صحيح,,,B,ABCD,التوقع الرياضي للعدد الثابت يساوي:,العدد الثابت ذاته,ما هو التوقع الرياضي للعدد الثابت؟
4489,4491,Y1,Statistics,Statistics,معياري طبيعي,ستيودنت بدرجة حرية n-1,ستيودنت بدرجة حرية n-2,كاي مربع بدرجة حرية n-2,,,C,ABCD,من أجل اختبار الفروض حول معامل الارتباط الخطي تستخدم توزيع:,ستيودنت بدرجة حرية n-2,ما هو التوزيع المستخدم من أجل اختبار الفروض حول معامل الارتباط الخطي؟
4492,4494,Y1,Statistics,Statistics,إحصاء وصفي,إحصاء استنتاجي,إحصاء استدلالي,Inferential Statistics,,,A,ABCD,الإحصاء الذي يسعى لعرض وتوضيح سلوك الظاهرة هو:,إحصاء وصفي,ما هو الإحصاء الذي يسعى لعرض وتوضيح سلوك الظاهرة؟
4493,4495,Y1,Statistics,Statistics,التنبؤ بقيم أحد المتغيرين عن طريق المتغير الآخر,قياس قوة العلاقة الخطية بين متغيرين,التمثيل البياني لكل متغير من المتغيرات المدروسة,كل ما سبق غير صحيح,,,B,ABCD,الفرض الرئيسي من حساب معامل الارتباط الخطي هو:,قياس قوة العلاقة الخطية بين متغيرين,ما هو الغرض الرئيسي من حساب معامل الارتباط الخطي؟
4495,4497,Y1,Statistics,Statistics,المنحني التكراري,المضلع التكراري,المدرج التكراري,التمثيل الدائري,,,B,ABCD,إن الخط المنكسر الذي يصل النقاط التي فواصلها مراكز الفئات وترتيبها تكرارات الفئات هو :,المضلع التكراري,ما هو الخط المنكسر الذي يصل النقاط التي فواصلها مراكز الفئات وترتيبها تكرارات الفئات؟
4496,4498,Y1,Statistics,Statistics,داخل الشركة أو المؤسسة,الدولة,المنظمات الدولية,لا شيء مما سبق,,,A,ABCD,نحصل على المصادر الداخلية لجمع البيانات من:,داخل الشركة أو المؤسسة,ما هي المصادر الداخلية لجمع البيانات؟
4500,4502,Y1,Statistics,Statistics,أي دالة في العينة,أي دالة في العينة لا تتبع وسيط مجهول,أي دالة في العينة تتبع أي وسيط,أي تركيب خطي في العينة والوسيط,,,B,ABCD,الإحصاء هو:,أي دالة في العينة لا تتبع وسيط مجهول,ما هو الإحصاء؟
4503,4505,Y1,Statistics,Statistics,دخول,خروج,مدة استشفاء,غير ذلك,,,C,ABCD,إذا قبل المريض في يوم وتخرج في نفسه يحتسب يوم:,مدة استشفاء,كم يوماً يحتسب إذا قُبل المريض في يوم وتخرج في نفس اليوم؟
4506,4508,Y1,Statistics,Statistics,التجربة,المقابلة,التسجيل,الملاحظة,,,D,ABCD,إن طريقة جمع البيانات التي تتناسب مع الأطفال هي:,الملاحظة,ما هي طريقة جمع البيانات التي تتناسب مع الأطفال؟
4520,4522,Y1,Statistics,Statistics,الدراسات الكمية,الدراسات الكيفية,الدراسات السريعة,الدراسات الدقيقة,,,B,ABCD,الدراسات التي بحكم الميدان تنفيذ العمل وجمع البيانات هي:,الدراسات الكيفية,ما هي الدراسات التي بحكم الميدان تنفيذ العمل وجمع البيانات؟
4525,4527,Y1,Statistics,Statistics,البيانات الوصفية,البيانات الكمية,البيانات الوصفية والكمية,لا يوجد شيء اسمه جداول تكرارية,,,C,ABCD,الجداول التكرارية تستخدم لعرض:,البيانات الوصفية والكمية,ما هو الغرض من استخدام الجداول التكرارية؟
4526,4528,Y1,Statistics,Statistics,كمية ووصفية,رسمية وكمية,رسمية وغير رسمية,اسمية وغير رسمية,,,A,ABCD,يوجد نوعين من البيانات هما:,كمية ووصفية,ما هما نوعا البيانات الموجودان؟
4529,4531,Y1,Statistics,Statistics,احتمال أن يأخذ متغير عشوائي X قيمة محددة,احتمال ان ياخد المتغير العشوائى x قيمه اكبر من قيمه محدده,احتمال ان ياخد المتغير العشوائى x قيمه اقل او تساوى قيمه محددة,كل ما ذكر صحيح,,,C,ABCD,دالة التوزيع الاحتمالي المتجمع تعطينا:,احتمال ان ياخد المتغير العشوائى x قيمه اقل او تساوى قيمه محددة,ما الذي تعطينا إياه دالة التوزيع الاحتمالي المتجمع؟
4539,4541,Y1,Statistics,Statistics,خمسة أعوام,عشرة أعوام,خمسة عشر عاماً,غير ذلك,,,B,ABCD,يتكرر التعداد السكاني عادة كل:,عشرة أعوام,كم مرة يتكرر التعداد السكاني عادة؟
4544,4546,Y1,Statistics,Statistics,التغير المطلق,التغير النسبي,التغير الأعظمي,التغير الحجمي,,,A,ABCD,الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات:,التغير المطلق,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟
4549,4551,Y1,Statistics,Statistics,السجلات الدوائية,سجلات الموتى,السجلات الإحصائية,السجلات الطبية,,,D,ABCD,المسجل الذي يهدف الى تجميع المعلومات عن المرضى:,السجلات الطبية,ما هو المسجل الذي يهدف إلى تجميع المعلومات عن المرضى؟
4561,4563,Y1,Statistics,Statistics,الملاحظة أو المشاهدة,البريد,التجربة,الهاتف المحمول,,,A,ABCD,من أقدم الطرق المستخدمة لجمع البيانات لمراقبة الكثير من الظواهر لا سيما التي يصعب السؤال عنها:,الملاحظة أو المشاهدة,ما هي من أقدم الطرق المستخدمة لجمع البيانات لمراقبة الكثير من الظواهر لا سيما التي يصعب السؤال عنها؟
4562,4564,Y1,Statistics,Statistics,الاسمي,الرتبي,الفتروي,النسي,,,A,ABCD,المقياس المستخدم لوصف حالة التدخين (مدخن - غير مدخن) :,الاسمي,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن - غير مدخن)؟
4564,4566,Y1,Statistics,Statistics,البريد,التسجيل,استخدام الإنترنت,الهواتف المحمولة,,,B,ABCD,يتم الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكوليسترول في الدم لعينة من المرضى خلال فترة أسبوع عن طريق:,التسجيل,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكوليسترول في الدم لعينة من المرضى خلال فترة أسبوع؟
4565,4567,Y1,Statistics,Statistics,معرفة تعداد السكان .,اختبار الفرضيات .,ترميز الامراض والعمليات .,كل ما سبق .,,,C,ABCD,من وظائف السجلات الطبية .,ترميز الامراض والعمليات .,ما هي وظائف السجلات الطبية؟
4566,4568,Y1,Statistics,Statistics,الرتبي,النسبي,الاسمي,الفتروي,,,B,ABCD,يمكن استخدام الطرق الإحصائية الوسيطية في المقياس:,النسبي,ما هو المقياس الذي يمكن استخدام الطرق الإحصائية الوسيطية فيه؟
4570,4572,Y1,Statistics,Statistics,توزيع كاي مربع بدرجة حرية واحدة,توزيع كاي مربع بدرجتي حرية,توزيع طبيعي معياري,كل ما ذكر غير صحيح,,,A,ABCD,إذا كان للمتغير العشوائي Z توزيع طبيعي معياري، فإن مربعه Z² يتبع:,توزيع كاي مربع بدرجة حرية واحدة,ما هو التوزيع الذي يتبعه مربع المتغير العشوائي Z² إذا كان للمتغير العشوائي Z توزيع طبيعي معياري؟
4572,4574,Y1,Statistics,Statistics,اليونيسيف .,الاونروا .,منظمة الصحة العالمية .,صندوق النقد الدولي.,,,C,ABCD,المنظمة التى وضعت تصنيف دولي للأمراض .,منظمة الصحة العالمية .,ما هي المنظمة التي وضعت التصنيف الدولي للأمراض؟
4578,4580,Y1,Statistics,Statistics,قسم الاستقبال في المشفى,قسم الممرضين بالمشفى,قسم السجلات الطبية في المشفى,قسم التسويق,,,C,ABCD,الجهة المسؤولة عن السجلات الطبية:,قسم السجلات الطبية في المشفى,ما هي الجهة المسؤولة عن السجلات الطبية؟
4583,4586,Y1,Statistics,Statistics,Np,Npq,P,Q,,,C,ABCD,التوقع الرياضي لمتحول عشوائي يخضع لتوزيع برنولي:,P,ما هو التوقع الرياضي لمتحول عشوائي يخضع لتوزيع برنولي؟
4585,4588,Y1,Statistics,Statistics,ثلاثة أجزاء .,جزء واحد .,أربعة أجزاء.,خمس اجزاء .,,,A,ABCD,التصنيف الدولي للأمراض يتألف من .,ثلاثة أجزاء .,ما هو التصنيف الدولي للأمراض؟
4586,4589,Y1,Statistics,Statistics,x=0,Y=0,Z=0,كل ما سبق خطأ,,,A,ABCD,ان منحنى التوزيع الطبيعي المعياري يكون مناظر حول المستقيم:,x=0,ما هو المستقيم الذي يكون منحنى التوزيع الطبيعي المعياري مناظراً حوله؟
4591,4594,Y1,Statistics,Statistics,عدد الأيام التي تلقى فيها الرعاية من المشفى,مجموع خدمة جميع المرضى الداخليين خلال مدة معينة,الحالة التي أطلقت سلسلة الاحداث التي أدت للوفاة,حساب عدد المرضى الداخليين,,,B,ABCD,أيام الخدمة الاجمالية للمرضى الداخليين:,مجموع خدمة جميع المرضى الداخليين خلال مدة معينة,ما هي أيام الخدمة الإجمالية للمرضى الداخليين؟
4592,4595,Y1,Statistics,Statistics,مربع معامل الارتباط الخطي,الجذر التربيعي لمعامل الارتباط الخطي,ضعفي معامل الارتباط الخطي,قيمة ميل مستقيم الانحدار,,,A,ABCD,قيمة معامل التجديد تساوي:,مربع معامل الارتباط الخطي,ما هي قيمة معامل التجديد؟
4593,4596,Y1,Statistics,Statistics,طريقة أخذ العينة,مجموعة عناصر من العينة,عنصر من العينة,إطار العينة,,,C,ABCD,إن وحدة المعاينة هي:,عنصر من العينة,ما هي وحدة المعاينة؟
4594,4597,Y1,Statistics,Statistics,تكرار المجتمع الهابط,تكرار المجتمع الصاعد,تكرار المجتمع الطبقي,تكرار المجتمع التسلسلي,,,B,ABCD,جدول تكراري يضم عدد البيانات في فئة معينة وكل الفئات التي تسبقها:,تكرار المجتمع الصاعد,ما هو الجدول التكراري الذي يضم عدد البيانات في فئة معينة وكل الفئات التي تسبقها؟
4595,4598,Y1,Statistics,Statistics,حساب عدد المرضى الداخلين في زمن معين,عدد الأيام التي تلقى فيها المريض الرعاية في المشفى,عدد الوفيات خلال فترة زمنية محددة على عدد المتخرجين والوفيات في نفس الفترة مضروب بـ 100,حساب عدد المرضى المتخرجين في زمن معين,,,C,ABCD,معدل الوفيات في المشفى عبارة عن:,عدد الوفيات خلال فترة زمنية محددة على عدد المتخرجين والوفيات في نفس الفترة مضروب بـ 100,ما هو معدل الوفيات في المشفى؟
4598,4601,Y1,Statistics,Statistics,1.5,2025-07-08 0:00:00,3,0.75,,,A,ABCD,في تجربة رمي قطعة نقود 3 مرات متتالية فإن متوسط التوزيع الاحتمالي هو: حيث x تدل على عدد ظهور H,1.5,ما هو متوسط التوزيع الاحتمالي في تجربة رمي قطعة نقود 3 مرات متتالية حيث x تدل على عدد ظهور H؟
4601,4604,Y1,Statistics,Statistics,مأخوذة من العينة,مأخوذة من بيانات كيفية فقط,التي تشترك فيما بينها ببعض الخواص والمميزات,التي لا تشترك فيما بينها ببعض الخواص والمميزات,,,C,ABCD,المجتمع الاحصائي (الجمهرة) هو مجموعة من الأفراد أو العناصر :,التي تشترك فيما بينها ببعض الخواص والمميزات,ما هو المجتمع الإحصائي (الجمهرة)؟
4615,4618,Y1,Statistics,Statistics,المضلع التكراري,المدرج التكراري,المنحني التكراري,B+C,,,B,ABCD,يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها:,المدرج التكراري,ما هو الرسم البياني الذي يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها؟
4619,4622,Y1,Statistics,Statistics,التجربة,التسجيل,البريد,الانترنيت,,,A,ABCD,طريقة لجمع البيانات من أمثلتها قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران:,التجربة,ما هي طريقة جمع البيانات التي من أمثلتها قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران؟
4620,4623,Y1,Statistics,Statistics,عشوائي منفصل,عشوائي اسمي,عشوائي مستمر,غير ذلك,,,C,ABCD,ان طول شخص بالغ وقياس السكر في الدم هو متغير:,عشوائي مستمر,ما نوع المتغير الذي يمثله طول شخص بالغ وقياس السكر في الدم؟
4625,4628,Y1,Statistics,Statistics,المصادفة,العمدية,الحصصية,القصدية,,,C,ABCD,يكون المجتمع غير متجانس في العينة غير العشوائية:,الحصصية,متى يكون المجتمع غير متجانس في العينة غير العشوائية؟
4626,4629,Y1,Statistics,Statistics,المتوسط,الانحراف المعياري,التباين,درجة الحرية,,,D,ABCD,يعتمد توزيع ستيودنت على:,درجة الحرية,ما الذي يعتمد عليه توزيع ستيودنت؟
4627,4630,Y1,Statistics,Statistics,صفحة السجل المهني,صفحة الموافقة على العلاج,السيرة الذاتية,العلاقة بين المرضى,,,B,ABCD,من محتويات السجل الطبي,صفحة الموافقة على العلاج,ما هي محتويات السجل الطبي؟
4628,4631,Y1,Statistics,Statistics,عن الظواهر الطبيعية .,عن الامراض .,عن المرضى .,ليس مما سبق .,,,B,ABCD,التصنيف الدولي للأمراض هو عبارة عن رموز وأرقام للإشارة:,عن الامراض .,ما هو التصنيف الدولي للأمراض وما الغرض من الرموز والأرقام المستخدمة فيه؟
4631,4634,Y1,Statistics,Statistics,بسيطة,حصصية,طبقية,منتظمة,,,C,ABCD,إذا كنا أمام مجتمع غير متجانس فإننا نسحب عينة:,طبقية,ما نوع العينة التي نسحبها إذا كنا أمام مجتمع غير متجانس؟
4633,4636,Y1,Statistics,Statistics,الاسمية,الكمية,الكمية والاسمية,لا الكمية ولا الاسمية,,,C,ABCD,تستخدم الجداول التكرارية لعرض البيانات:,الكمية والاسمية,ما هو الغرض من استخدام الجداول التكرارية في عرض البيانات؟
4637,4640,Y1,Statistics,Statistics,البريد,التسجيل,الإنترنت,الملاحظة أو المشاهدة,,,D,ABCD,يتم الحصول على بيانات تتعلق بضغط الدم ونسبة الكوليسترول بالدم لعينة من المرضى خلال فترة زمنية معينة عن طريق:,الملاحظة أو المشاهدة,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم ونسبة الكوليسترول بالدم لعينة من المرضى خلال فترة زمنية معينة؟
4641,4644,Y1,Statistics,Statistics,المقياس الاسمي,المقياس الفتروي,المقياس الرتبي,المقياس النسبي,,,C,ABCD,أعلى مستويات القياس:,المقياس الرتبي,ما هي أعلى مستويات القياس؟
4642,4645,Y1,Statistics,Statistics,واضحة,أكثر من المطلوب,أقل من المطلوب,أفضل دقة ممكنة,,,D,ABCD,يهدف تغيير الطرائق في الدراسات للحصول على بيانات:,أفضل دقة ممكنة,ما هو الهدف من تغيير الطرائق في الدراسات؟
4643,4646,Y1,Statistics,Statistics,الملاحظة,البريد,المقابلة الشخصية,الهواتف المحمولة,,,C,ABCD,طريقة جمع البيانات والتي تمتاز بالتكلفة العالية:,المقابلة الشخصية,ما هي طريقة جمع البيانات التي تمتاز بالتكلفة العالية؟
4644,4647,Y1,Statistics,Statistics,التغير النسبي,التغير المطلق,التغير الاعظمي,التغير الحجمي,,,B,ABCD,الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات:,التغير المطلق,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟
4647,4650,Y1,Statistics,Statistics,الإحصاء الاستنتاجي,الإحصاء الوصفي,اختبار الفرضيات,كل ما سبق صحيح,,,B,ABCD,الجزء من الإحصاء الذي يعنى بوصف طبيعة وسلوك الظاهرة المدروسة وعرضها هو:,الإحصاء الوصفي,ما هو الجزء من الإحصاء الذي يعنى بوصف طبيعة وسلوك الظاهرة المدروسة وعرضها؟
4648,4651,Y1,Statistics,Statistics,الأطفال,الشباب,اليفع,ما فوق 60,,,A,ABCD,الفئة التي تشكل قاعدة الهرم السكاني هي:,الأطفال,ما هي الفئة التي تشكل قاعدة الهرم السكاني؟
4652,4655,Y1,Statistics,Statistics,قيمة معامل ارتباط المجتمع تساوي الصفر,العلاقة طردية,العلاقة عكسية,قيمة معامل ارتباط المجتمع تساوي واحد,,,A,ABCD,لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون تكون فرضية العدم:,قيمة معامل ارتباط المجتمع تساوي الصفر,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟
4654,4657,Y1,Statistics,Statistics,عدد البيانات المتضمنة في الفئة والفئات التي تسبقها,عدد البيانات في الفئة والفئات التي تليها,متوسط عدد البيانات للفئتين السابقة واللاحقة,لها مجموع عدد البيانات للفئات السابقة,,,B,ABCD,التكرار المتجمع الهابط لفئة معينة,عدد البيانات في الفئة والفئات التي تليها,ما هو التكرار المتجمع الهابط لفئة معينة؟
4658,4661,Y1,Statistics,Statistics,البرنولي,البواسوني,الحداني,الطبيعي,,,A,ABCD,التجربة الثنائية الوحيدة يكون لها التوزيع:,البرنولي,ما هو التوزيع الذي تتبعه التجربة الثنائية الوحيدة؟
4660,4663,Y1,Statistics,Statistics,التركيب الاجتماعي,التركيب النوعي,التركيب العمري,غير ذلك,,,C,ABCD,نتاج للعوامل المؤثرة في النمو السكاني من مواليد ووفيات وهجرة:,التركيب العمري,ما هو نتاج العوامل المؤثرة في النمو السكاني من مواليد ووفيات وهجرة؟
4664,4667,Y1,Statistics,Statistics,الاسمي,الرتبي,الفتروي,النسبي,,,D,ABCD,لقياس خضاب الدم يستخدم المقياس:,النسبي,ما هو المقياس المستخدم لقياس خضاب الدم؟
4669,4672,Y1,Statistics,Statistics,داخلي,خارجي,معلن,منشور,,,A,ABCD,البيانات التي نحصل عليها من الشركة أو المؤسسة وذلك من واقع مستنداتها وسجلاتها وفواتيرها وتقاريرها الدورية تعتبر مصدر:,داخلي,ما هو نوع المصدر الذي تمثله البيانات التي نحصل عليها من الشركة أو المؤسسة من واقع مستنداتها وسجلاتها وفواتيرها وتقاريرها الدورية؟
4676,4679,Y1,Statistics,Statistics,وزارة الصحه فى البلد,مديريه الصحه فى المحافظه,قسم السجلات الطبيه فى المشفى,الاطباء والممرضون,,,C,ABCD,الجهة المسؤولة عن السجلات الطبية هي:,قسم السجلات الطبيه فى المشفى,ما هي الجهة المسؤولة عن السجلات الطبية؟
4677,4680,Y1,Statistics,Statistics,الوصفي,الاستنتاجي,الاستدلالي,A+B,,,A,ABCD,إن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها موجود في الإحصاء:,الوصفي,ما هو نوع الإحصاء الذي يتضمن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها؟
4680,4683,Y1,Statistics,Statistics,حصصية,مصادفة,قصدية,عنقودية,,,B,ABCD,إذا أجرى طبيب دراسة على مجموعة من المرضى الذين يراجعونه تكون هذه المجموعة هي عينة:,مصادفة,ما نوع العينة التي تمثلها مجموعة من المرضى الذين يراجعون طبيباً معيناً عندما يجري عليهم دراسة؟
