id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,keep,Reason ,Confidence 
790,Y1,الخاطئ مما يلي هو :,Anatomy,Anatomy,يفتح على الصماخ العلوي Ethmoidal Sinus,الصماخ المتوسط يفتح عليه Frontal Sinus,الصماخ المتوسط يفتح عليه Sphenoidal Sinus,يفتح على المتوسط أيضاً Ethmoidal Sinus,,,C,ABCD,no,choose the wrong answer,high
792,Y2,ك ل ما يلي صحيح عن هرمون calcitonin ما عدا:,Histology,Anatomy,يفرز من Parafollicular Cells,يرفع كالسيوم الدم,يخفض كالسيوم الدم,تثبيت كالسيوم العظام,,,B,ABCD,no,"""ما عدا""",high
794,Y1,تتميز المظاهر التشريحية قي الوصل الجسري البصلي ما عدا:,Anatomy,Anatomy,يتجد الشريانان الفقريان ليشكلا الشريان القاعدي,تعبر السيل الهرمية من الساق الجسري الى الساق البصلي,يستمر الغشل الانسي جنيب الناصف,يتوضع الردهان الوحشيان للبطين الرابع,,,يكون مزقه الأثر fastigium,ABCD,no,"""ما عدا""",high
795,Y2,العصب العضلى الجلدى:,Anatomy,Anatomy,ينشأ من الحبل الوحشى,يعصب فقط الغرابية العضديه,هو عصب حركى فقط,عميق التوضع بكامل مساره,,,A,ABCD,no,indirect question,high
797,Y2,تنشأ من اللقيمة الأنسية للعضد العضلات التالية ما عدا: (2009),Anatomy,Anatomy,العضلة الاستلقائية.,الكابة المدورة.,الراحية الطويلة.,مثنية الرسغ الزندية.,,,a,ABCDE,no,"""ما عدا""",high
798,Y2,تضم الألياف العصبية المارة عبر الضفائر القلبية التالي ما عدا:,Anatomy,Anatomy,ألياف ودية قبل عقدية.,ألياف ودية بعد عقدية.,ألياف واردة مع الأعصاب الودية.,ألياف لا ودية قبل عقدية.,ألياف واردة مع العصبين المبهمين.,,A,ABCDE,no,"""ما عدا""",high
800,Y1,حليمات ذات رأس مدور أحمر وقاعدة ضيقة,Anatomy,Anatomy,الخيطية,الفطرية,الورقية,المحوطة,,,B,ABCD,no,indirect question,high
801,Y1,اختر الاجابة الخاطئة المتعلقة بالعظم الوتدي,Anatomy,Anatomy,يوجد المنقار الوتدي في السفلي,يتوضع السرج التركي على الوجه العلوي,هو جزء من القحف الحشوي,وجهه الخلفي له شكل مربع,,,C,ABCD,no,choose the wrong answer,high
804,Y2,العصب الناصف,Anatomy,Anatomy,ينشأ فى الأبط,ينتهى أسفل الساعد,يسير على العاطفة السطحية للأصابع,يعصب مباشرةً الكابه المربعة,,,D,ABCDE,no,indirect question,high
805,Y2,العصب تحت الكتف يعصب العضلات:( 2007 أولى),Anatomy,Anatomy,deltodeus .,subscapularis .,teres minor .,trapizeus .,كل ما سبق خطأ .,,b,ABCDE,no,answer in english,high
806,Y2,تضم ناصبات الفقار من عضلات الظهر العميقه ما عدا:,Anatomy,Anatomy,الشوكيه العنقية,الحرقفيه الضلعية,الطولى الرأسية,الطولى العنقية,نصف شوكيه العنق,,E,ABCDE,no,"""ما عدا""",high
807,Y1,- ترتكز على وتر أشيل :,Anatomy,Anatomy,التوءمية الساقية + النعلية,التوءمية الساقية + الظنبوبية الأمامية,التوءمية الساقية + قابضة إبهام القدم الطويلة,كل ما سبق خطأ,,,C,ABCD,no,indirect question,high
809,Y1,. الاجابة الخاطئة المتعلقة ب flat ones,Anatomy,Anatomy,مثالها العظم الكتفي,تتشكل من صفيحتين من العظم الكثيف,يفصل بينهما نسيج عظمي اسفنجي,يتم نمو هذه العظام في اتجاه واحد,,,D,ABCD,no,choose the wrong answer,high
810,Y2,يحدث التقرن في الشعرة :,Histology and Anatomy,Anatomy,بشكل مستمر,يحدث على الجزء الخارجي للشعرة,يحدث على كامل الشعرة,بشكل متقطع,,,D,ABCDE,no,infinite answers,high
812,Y1,. يتمفصل العظم الجبهي مع كل مايلي عدا,Anatomy,Anatomy,الجدراي,الوجني,الصدغي,الوتدي,,,C,ABCD,no,"""ما عدا""",high
813,Y2,تشكل العظام التالية الجدار الوحشي للأنف عدا: (2014),Anatomy,Anatomy,الوتدي.,الغربالي.,الدمعي.,الأنفي .,الميكعة.,,e,ABCDE,no,"""ما عدا""",high
814,Y1,تتوضع المثانة الممتلئة والرحم المتضخم في,Anatomy,Anatomy,الناحية المغبنية اليمنى,الناحية المغبنية اليسري,الخثلية,لا شيء مما سبق,,,C,ABCD,no,indirect question,high
820,Y1,ما يلي من طبقات جدار الصفن ما عدا:,Anatomy,Anatomy,الجلد,عضلة السنخ,لفافة بوك,لفافة العضلة المشمرة,,,C,ABCD,no,"""ما عدا""",high
821,Y1,الهواء الذي يتم عبر الجزء الناقل يتم :,Anatomy,Anatomy,تصفيته,ترطيبه,تسخينه أو تبريره,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
823,Y2,ما يلي صحيح عن الغلالة الليفية عدا :,Histology,Anatomy,تحمي بنى العين داخلها و تؤمن مكانا لارتكاز العضلات.,تؤلف القرنية سدس هذه الغلالة.,يصل اللم limbus بين الصلبة و القرنية.,كل ما سبق صحيح.,,,C,ABCD,no,"""ما عدا""",high
824,Y1,يتوضع الحيز الابطي السفلي بين، ما عدا:,Anatomy,Anatomy,الرأس الطويلة لمثلثة الرؤوس العضدية,جسم العضد,الصدرية الكبيرة,المدورة الكبيرة,,,C,ABCD,no,"""ما عدا""",high
825,Y2,خط الدفاع الأول في السبيل المعدي المعوي :,Histology,Anatomy,الغلوبيولينات المناعة,الموصلات المحكمة,البالعات الكبيرة,النسيج اللمفاوي الملحق,,,A,ABCD,no,indirect question,high
827,Y1,. الخطأ حول الجذع الرئوي,Anatomy,Anatomy,ينشا من البطين الايمن,يتفرع الى شريان رئوي ايمن وشريان رئوي ايسر,تعطي فروع قصبية تغذي النسيج الرئوي,يدخل الشريان الرئوي نقير الرئة الموافقة,,,C,ABCD,no,choose the wrong answer,high
828,Y1,خطأ حول وظائف العضلات:,Anatomy,Anatomy,المجموعة الامامية للفخذ قابضة لمفصل الركبة.,المجموعة الامامية للساق باسطة للقدم والاصابع.,المجموعة الخلفية للساق قابضة للقدم.,المجموعة الخلفية للفخذ قابضة لمفصل الركبة.,,,A,ABCD,no,choose the wrong answer,high
829,Y2,اختار الجواب الصحيح اذا كان هناك جوابا صحيحا واحدا فقط أو اختر الجواب الأكثر شمولا وتكاملا اذا كان هناك أكثر من جواب صحيح,Histology,Anatomy,تتكون الأربطة والأوتار من نسيج ضام كثيف,تنتظم القرنية والأوتار والأربطة بصورة حزم,غمد الوتر والقرنية والرباط من نسيج ضام مفكك,النسيج الضام الباطن في الأوتار والأربطة كثيف,سمحاق الغضروف من ضام مفكك,,A,ABCDE,no,choose the right answer,high
831,Y1,توجد الضفائر المشيمية ضمن :,Anatomy,Anatomy,الأم الجافية,الأم الحنون,الغشاء العنكبوتي,لا شيء مما سبق,,,B,ABCD,no,indirect question,high
833,Y2,اختر الإجابة الصحيحة :,Histology,Anatomy,خلايا شوان هي خلايا دبقية,تتواجد الخلايا النجمية البروتوبلاسمية في المادة السنجابية,عند أذية النسيج العصبي تتكاثر الخلايا الدبقية الصغيرة لتشكل ندبة خلوية,الإجابتان الأولى والثانية صحيحتان,كل ما سبق صحيح,,D,ABCDE,no,choose the right answer,high
836,Y1,منطقة من القوس الفقرية بين جسم الفقرة والناتئ المستعرض:,Anatomy,Anatomy,الصفيحة العظمية,السويقة,الرجيلة,B + C,,,D,ABCD,no,choose the right answer,high
837,Y1,حركة الفخذ إلى الأمام في المستوى السهمي هي حركة:,Anatomy,Anatomy,القبض.,البسط.,التقريب.,الشتر.,,,B,ABCD,no,indirect question,high
838,Y2,أي الاتي حول epiglottis صحيح:,Histology,Anatomy,سطحها الحنجري مغطى بظهارة مطبقة كاذبة اسطوانية.,يوجد في الصفيحة المخصوصة غدد مصلية فقط,تبرز من الطرف السفلي للحنجرة.,سطحها اللساني يغطى بظهارة مطبقة كاذبة مسطحة.,,,A,ABCD,no,choose the right answer,high
840,Y2,هذه الطبقة من الكظر تتألف من حبال مقوسة من خلايا عمودية متقاربة إنها :,Histology and Anatomy,Anatomy,الطبقة الكبيبة,الطبقة الحزمية,محفظة الكظر,الطبقة الشبكية,لب الكظر,,A,ABCDE,no,indirect question,high
842,Y2,تتواجد البنى التاليه بالغدة النكفيه ما عدا:,Anatomy,Anatomy,الشريان الفكى,الشريان الصدغى السطحى,العصب الاذنى الصدغى,العصب لوجهى المعترض,الشريان الوجهى,,E,ABCDE,no,"""ما عدا""",high
843,Y1,. فيما يخص العظم القذالي كل مايلي صحيح ماعدا,Anatomy,Anatomy,عظم مفرد يساهم في تشكيل قاعدة القحف,تتمفصل اللقمة القذالية مع الفهقة,تقع الحديبة البلعومية على الوجه المخي لجسم العظم,يشكل القسم الصدفي القسم الاكبر من العظم,,,C,ABCD,no,"""ما عدا""",high
844,Y1,تتمفصل الأضلاع بشكل مباشر مع) الخاطئة):,Anatomy,Anatomy,أجسام الفقرات الصدرية .,النواتيء المستعرضة للفقرات الصدرية.,القص.,الغضاريف الضلعية.,,,C,ABCD,no,indirect question,high
845,Y1,من أقسام الأنف الظاهر :,Anatomy,Anatomy,APEX,ROOT,DORSUM OF THE NOSE,كل ما سبق صحيح,,,D,ABCD,no,infinite answers,high
846,Y1,المعلومة الصحيحة عن الناتئ الحنكي هي:,Anatomy,Anatomy,له تلمان قاطعيان يتصلان مع شوكة الأنف.,يتصل به أسناخ السن.,العرف الحنكي يتصل مع الميكعة.,يشكل معظم الحنك الصلب.,,,C,ABCD,no,infinite answers,high
847,Y1,يتألف الزنار الكتفي مما يلي عدا :,Anatomy,Anatomy,الترقوة,لوح الكتف,القص,رأس العضد,,,C,ABCD,no,"""ما عدا""",high
848,Y1,يتواجد على الوجه الأمامي للقسم الصخري للعظم الصدغى مايلى عدا:,Anatomy,Anatomy,البارزة المقوسة.,انطباع ثلاثي التوائم .,الفتحة الظاهرة للمسال الدهليزى,فرجة العصب الصخري الكبير.,,,C,ABCD,no,"""ما عدا""",high
849,Y1,. الاجابة الخاطئة المتعلقة بالبطين الايمن,Anatomy,Anatomy,يأخذ جوف البطين شكلا قمعيا,جداره اثخن من جدار الاذينة اليسرى,يفصله عن الاذينة اليمنى دسام الثقبة البيضية,جداره اثخن من جدار الاذينة اليمنى,,,C,ABCD,no,choose the wrong answer,high
850,Y1,من العظام القصيرة:,Anatomy,Anatomy,لوح الكتف.,الأسناخ.,الرسخ.,عظم القص.,,,C,ABCD,no,many answers,high
851,Y1,أقسام البلعوم إختر الإجابة الخاطئة :,Anatomy,Anatomy,قسم فوق حنجري,قسم الموي,قسم أنفي,قسم حنجری,ثلاثة أقسام,,A,ABCDE,no,choose the wrong answer,high
852,Y1,تحوي صدفة العظم الصدغي ما يلي عدا:,Anatomy,Anatomy,انطباعات الشريان الصدغي الأوسط,انطباعات الشريان السحائي الأوسط,الصماخ السمعي الداخلي,الناتئ الوجني,,,C,ABCD,no,"""ما عدا""",high
853,Y1,يقع العجان بين :,Anatomy,Anatomy,المستقيم والشرج,الرحم وعنق الرحم,الفتحة الشرجية والفتحة المهبلية,كل ما سبق خطأ,,,C,ABCD,no,indirect question,high
854,Y2,مايلي صحيح عن التهاب الجيوب الانفية:,Histology,Anatomy,يحدث نتيجة انسداد فتحات التصريف,هو sinusitis,هو من نتائج متلازمة انعدام الحركة الهدبية,كل ما سبق صحيح.,,,D,ABCD,no,choose the right answer,high
855,Y1,كل العظام التالية تشارك فى تشكيل سقف الأنف عدا :,Anatomy,Anatomy,الجبهي,الغربالي,الفكي,الوتدي,,,C,ABCD,no,"""ما عدا""",high
856,Y1,يتوضع في المنصف ما يلي عدا :,Anatomy,Anatomy,القلب,الأبهر الصدري,الوريد الأجوف السفلي,فروع قوس الأبهر,,,C,ABCD,no,"""ما عدا""",high
857,Y2,تتميز العضلات رافعات الاضلاع بالتالي ما عدا:,Anatomy,Anatomy,تصل الاضلاع بالعمود الفقري,عددها اثنا عشر زوجاً,لها عمل شهيقي,دورها هام في التنفس,تتعصب بالأعصاب العربية,,E,ABCDE,no,"""ما عدا""",high
858,Y1,. التيه الغشائي,Anatomy,Anatomy,الكييس,القوقعة,الدهليز,الانفاق نصف الدائرية,,,A,ABCD,no,indirect question,high
859,Y2,في النسيج العظمي,Histology,Anatomy,العظم الأولى هو نفسه Woven bone,العظم الناضج هو نفسه Woven bone,العظم الأولي أكثر تمعدناً من الثانوي.,العظم الأولى فيه عدد أقل من osteocytes,كل ما سبق خطأ .,,A,ABCDE,no,indirect question,high
860,Y1,السطح الخلفي للفخذ تحت المدور الكبير:,Anatomy,Anatomy,الأحدوبة الرشيقة,الأحدوبة الأولوية,الأحدوبة المربعة,حديبة رباعية الرؤوس الفخذية,,,B,ABCD,no,indirect question,high
862,Y1,وظيفتها إتاحة إنزلاق سطح الرئة على الجدار المحيط بها :,Anatomy,Anatomy,الحجاب الحاجز,الجنبة,القفص الصدري,الشرايين الرئوية,,,B,ABCD,no,indirect question,high
863,Y1,من أقسام Scapula ما عدا:,Anatomy,Anatomy,الترقوة,لوح الكتف,رأس العضد,القص,,,B,ABCD,no,"""ما عدا""",high
865,Y1,عندما يتجه أخمص القدم للأنسي:,Anatomy,Anatomy,قبض ظهري,شنف,شتر,قبض أخمسى,,,C,ABCD,no,indirect question,high
866,Y2,يتصل بالأشعار ما يلي ما عدا :,Histology and Anatomy,Anatomy,الجريب الشعري,الغدد الدهنية,الغدد العرقية,العضلة الناصبة للشعرة,,,C,ABCDE,no,"""ما عدا""",high
868,Y1,عظم الفخذ (الخاطئة):,Anatomy,Anatomy,إن جسم الفخذ ناعم ومستدير في سطحه الأمامي.,يقع السطح المأبضي على الوجه الخلفي لجسمه.,يصل بين المدورين الكبير والصغير خط في الخلف يسمى الخط بين المدورين.,تملك نهايته السفلية لقمتين أنسية ووحشية ولقيمتين تقعان على اللقمتين.,,,C,ABCD,no,choose the wrong answer,high
869,Y1,تعصيب النكفة من,Anatomy,Anatomy,المبهم,العصب القحفي,العقد الأذنية,B+C,,,D,ABCD,no,indirect question,high
871,Y1,كل ما يلي عن التامور صحيح عدا :,Anatomy,Anatomy,يتألف من التامور الليفي والتامور المصلي,يحوي جوف التامور السائل التاموري,يرتبط التامور الليفي بالقلب,يعمل السائل التاموري كمزلق لتسهيل حركات القلب,,,C,ABCD,no,"""ما عدا""",high
875,Y2,عظم العقب:,Anatomy,Anatomy,سطحة الأمامى يتمفصل مع النردى,لا يوجد عليه ارتكاز وترى,له معلاق على الطرف الوحشى للعظام,سطحه الأنسى محدب,,,A,ABCD,no,indirect question,high
877,Y1,. الاجابة الخاطئة المتعلقة بالنهاية العلوية لعظم الفخذ,Anatomy,Anatomy,يشكل الراس ثلثي كرة ويتمفصل مع الحق,يرتكز رباط راس الفخذ على محيط الراس,يصل العنق بين الراس والجسم,يقع الخط بين المدورين على الوجه الامامي,,,B,ABCD,no,choose the wrong answer,high
878,Y1,غطاء الكلية الذي يحيط بالكظر,Anatomy,Anatomy,اللفافة الكلوية,المحفظة الليفية,الشحم حول الكلية,الشحم جانب الكلية,,,A,ABCD,no,indirect question,high
879,Y2,يشاهد في auditory (Eustachian ) tubes,Histology,Anatomy,Fibrocartilage,Elastic cartilage,Hyaline cartilage,Elastic cartilage + hyaline cartilage كلاهما,كل ماسبق خطأ,,B,ABCDE,no,answer in english,high
880,Y2,المواد التالية تحرض من افراز HCI في المعدة :,Histology and Anatomy,Anatomy,Gastrin,Histamine,Somatostatin,A+B,كل ما سبق صحيح,,D,ABCDE,no,choose the right answer,high
883,Y2,تنشأ من اللقيمة الوحشية للعضد العضلات التالية ما عدا: (2009),Anatomy,Anatomy,العضلة باسطة الخنصر.,مثنية الرسغ الكعبرية.,العضلة الاستلقائية.,باسطة الرسغ الكعبرية الطويلة.,,,b,ABCDE,no,indirect question,high
885,Y2,اختر الإجابة الصحيحة:,Histology,Anatomy,الستيروئيدات القشرية جزيئات مرتفعة وزن الجزيئة,تحتاج الستيروئيدات القشرية إلى عملية إفرازية تخصصية,زيادة إفراز الستيروئيدات القشرية يسبب داء اديسون,كل ما سبق خاطئ.,,,D,ABCD,no,choose the right answer,high
886,Y1,الإحليل الذكري إختر الإجابة الخاطئة :,Anatomy,Anatomy,يمتد من عنق المثانة حتى الصماخ البولي الباطن,يقسم إلى خلفي و أمامي,الخلفي يضم الموثة والغشائي,الأمامي يسمى القضيبي,,,A,ABCD,no,choose the wrong answer,high
889,Y1,الدرزين الجداريين والقذالي:,Anatomy,Anatomy,الاكليلي,السهمي,اللامي,القذالي,,,C,ABCD,no,indirect question,high
890,Y2,في مرحلة النضج لتكون النطاف تكون النطاف :,Histology,Anatomy,ناضجة وظيفية.,ناضجة غير وظيفية.,غير ناضجة وظيفية.,غير ناضجة غير وظيفية.,,,B,ABCD,no,indirect question,high
892,Y2,ند خلايا ميركل في :,Histology and Anatomy,Anatomy,الجلد السميك,الجد الرقيق,الطبقة المتفرقة للجلد,كل ما سبق خاطئ,,,A,ABCDE,no,choose the right answer,high
893,Y1,الطحال اختر الإجابة الخاطئة :,Anatomy,Anatomy,أضخم كتلة مفردة من النسيج اللمعي في الجسم,يقوم بتصفية الدم,له دور مناعي,يتوضع بين المعدة والحجاب الحاجز,يسكن المراق الأيمن,,E,ABCDE,no,choose the wrong answer,high
894,Y2,الغمد الليف العاطف:,Anatomy,Anatomy,يشكل نفق مسدود بعيداً,فى الإبهام يمر فية وتران,له غشاء زليلى,يرتكز على اللفافه العميقة,,,A,ABCD,no,indirect question,high
895,Y1,اتصالات الدمعي ماعدا,Anatomy,Anatomy,في الأعلى مع الجبهي,في الخلف مع الجناح الكبير الوتدي,في الأمام مع الناتئ الجبهي للفك العلوي,فى الاسفل مع الفك العلوي,,,B,ABCD,no,"""ما عدا""",high
896,Y2,ما يلي يعتبر مثالاً للنسج الضامة الكثيفة المنتظمةregular dense connective tissue :,Histology,Anatomy,الأم الجافية في الدماغ.,Perichondrium,Periosteum,Cornea,كل ما سبق خطأ.,,D,ABCDE,no,choose the right answer,high
897,Y2,النسيج الطازج منه يميل لونه الى الاصفر,Histology,Anatomy,Fibrocartilage,Elastic cartilage,Hyaline cartilage,Elastic cartilage + hyaline cartilage كلاهما,كل ماسبق خطأ,,B,ABCDE,no,indirect question,high
898,Y2,من أهم الأمثلة عن holocrine glands هي:,Histology,Anatomy,sebaceous glands,pancreas,sweat glands of the skin,الثاني والثالث.,كل ما سبق صحيح,,A,ABCDE,no,infinite answers,high
899,Y1,أقسام جوف الحنجرة:,Anatomy,Anatomy,الدهليز,البطين الحنجري,العظم اللامي,الجوف تحت الزماري,,,C,ABCD,no,indirect question,high
900,Y1,تضم العضلات الكعبرية للساعد كل ما يلى عدا:,Anatomy,Anatomy,قابضة الرسغ الكعبرية القصيرة,الاستلقائية,العضدية الكعبرية,باسطة الرسغ الكعبرية الطويلة,,,A,ABCD,no,"""ما عدا""",high
901,Y2,ظهارية القصبات.,Histology,Anatomy,Simple columnar epithelium,Stratified squarnous epithelium (keratinized),Transitional epithelium,.Simple squamous epithelium,Pseudostratified ciliated columnar epithelium,,E,ABCDE,no,answer in english,high
902,Y1,من العضلات الخلفية للساق عدا:,Anatomy,Anatomy,التوأمية الساقية,باسطة الأصابع الطويلة,الظنبوبية الخلفية,النعلية,,,B,ABCD,no,"""ما عدا""",high
903,Y2,في الرئتين:,Histology and Anatomy,Anatomy,القصبات الانتهائية توجد في الفصيص الرئوي,قمم الفصيصات الرئوي تتجه محيطيا,النسيج اللمفاوي المتعلق بالمخاطيات يتزايد كلما تقدمنا بالشجرة القصبية نحو الأسفل,A+C,كل ما سبق صحيح,,D,ABCDE,no,infinite answers,high
905,Y1,. فيما يخص الغضروف الدرقي للحنجرة كل مايلي صحيح عدا,Anatomy,Anatomy,يتألف من صفيحتين غضروفيتين مربعتين بصورة اساسية,الشامخة الحنجرية في المننتصف,يتمفصل مع الغضروف الطرجهالي,على جانبيه قرنان علويان وسفليان,,,C,ABCD,no,"""ما عدا""",high
906,Y2,يشارك في تروية المري الشرايين التالية ماعدا:,Anatomy,Anatomy,الشريان الدرقي العلوي,فروع الابهر النازل,فروع الشرايين القصبية,الشريان الدرقي السفلي,الشريان المعدي الأيسر,,A,ABCDE,no,"""ما عدا""",high
907,Y2,axillary nerve (2017أولى),Anatomy,Anatomy,يسمى أيضا circumflex.,ينشأ من الحبل الوحشي .,يمر من الحيز الإبطي السفلي .,يمر من الحيز الإبطي الأنسي .,,,a,ABCDE,no,question in english,high
908,Y2,البنية التشريحية المتوضعة في المنصف العلوي:,Anatomy,Anatomy,القناة الصدرية,الغمد الوريدي للتامور المصلي,الغمد الشرياني للتامور المصلي,القسم السفلي من الوريد الأجوف السفلي,الوريد الأجوف السفلي,,A,ABCDE,no,indirect question,high
910,Y1,العرف القريني في جوف الأنف ينشأ من:,Anatomy,Anatomy,العظم الفكي العلوي,العظم الفكي الحنكي,العظم الفكي السفلي,A+B,,,D,ABCD,no,indirect question,high
912,Y1,كل ما يلي من عضلات البلعوم صحيح عدا :,Anatomy,Anatomy,تتألف من طبقتين خارجية وداخلية,الطبقة المحلية الخارجية دائرية,الطبقة العضلية الداخلية طولانية,تحوى الطبقة العضلية الداخلية ٤ عضلات,,,D,ABCD,no,"""ما عدا""",high
913,Y1,تنقل الأعصاب الحاسية معلومات لكل من الحواس التالية عدا :,Anatomy,Anatomy,البصر.,التذوق.,اللمس.,السمع.,,,C,ABCD,no,"""ما عدا""",high
914,Y2,يتمفصل العظم القاربي مع العظام التالية ما عدا : (2009),Anatomy,Anatomy,الكبير.,الهلالي.,المربعي.,المثلثي.,,,d,ABCDE,no,"""ما عدا""",high
916,Y1,-تصنف العضلة الراحية تصنف مع :,Anatomy,Anatomy,المجموعة العميقة لقابضات الساعد,المجموعة السطحية لباسطات الساعد,المجموعة السطحية لقابضات الساعد,المجموعة العميقة لباسطات الساعد,,,B,ABCD,no,indirect question,high
917,Y1,تعمل العضلات الألوية على:,Anatomy,Anatomy,تبعيد الفخذ,تقريب الفخذ,تدوير أنسى للفخذ,A+C,,,D,ABCD,no,infinite answers,high
918,Y1,غضروف له شكل الخاتم هو :,Anatomy,Anatomy,Thyroid,Cricoid,Arytenoid,Cuneiform,,,C,ABCD,no,answer in english,high
920,Y1,تعصب Partoid Gland بواسطة العصب:,Anatomy,Anatomy,البلعومي اللساني,العصب الوجهي,تحت اللساني,اللساني,,,C,ABCD,no,question in english,high
921,Y1,العصب تحت اللساني يخرج من :,Anatomy,Anatomy,النفق تحت اللساني,النفق السباتى,النفق الوداجي,الثقبة البيضية,,,A,ABCD,no,indirect question,high
923,Y1,من الأوساط الكاسرة في العين عدا :,Anatomy,Anatomy,القرنية,الخلط المائي,الحدقة,العدسة,,,C,ABCD,no,"""ما عدا""",high
924,Y1,وزن الدماغ:,Anatomy,Anatomy,350 غ عند الوليد,1400 غ عند الكهل,1400 غ عند الوليد,a + b,,,D,ABCD,no,choose the right answer,high
925,Y1,الضلع الأولى (الخاطئة) :,Anatomy,Anatomy,لها وجهان علوي وسفلي.,يمر تحتها الوريد تحت الترقوة .,لها حافتان داخلية وخارجية.,ترتكز عليها العضلة الأخمعية الأمامية.,,,B,ABCD,no,choose the wrong answer,high
927,Y1,. مسؤول عن افراز اللعاب من الغدة النكفية,Anatomy,Anatomy,Ciliart ganglion,Otic ganglion,Pterygopalatine ganglion,None of the aove,,,B,ABCD,no,answer in english,high
928,Y1,. تتم تروية المبيض من :,Anatomy,Anatomy,الشريان الرجمي,الابهم البطني الحشوي,الشريان المهبلي,الشريان الحيائي البطني,,,B,ABCD,no,indirect question,high
929,Y2,أي مما يلي صحيح حول Rod cells:,Histology,Anatomy,الأقراص الغشائية المتشكلة حديثا تتوضع عند نهاية الخلية.,يتوضع الرودوبسين بين الأقراص الغشائية في القطعة الخارجية.,وظيفتها الأساسية تمييز الألوان,كل ما سبق صحيح.,,,B,ABCD,no,infinite answers,high
930,Y2,يأتي السطح الكبير للأنبوب الهضمي مما يلي عدا :,Histology and Anatomy,Anatomy,زغابات دقيقة,الثنيات,انثناء و تعرج الأنبوب,دسامات كير كرينغ,,,C,ABCDE,no,"""ما عدا""",high
931,Y2,هو الاكثر تواجدا في العضوية,Histology,Anatomy,Fibrocartilage,Elastic cartilage,Hyaline cartilage,Elastic cartilage + hyaline cartilage كلاهما,كل ماسبق خطأ,,C,ABCDE,no,answer in english,high
933,Y1,كل ما يلي من الضفائر الشوكية العصبية ماعدا :,Anatomy,Anatomy,العضدية,القطنية,البطنية,العجزية,,,C,ABCD,no,"""ما عدا""",high
934,Y1,يفصل بين المنخرين :,Anatomy,Anatomy,NASAL CAVITY,العظم الغربالي,NASAL SEPTUM,كل ما سبق خطأ,,,C,ABCD,no,answer in english,high
935,Y2,العصب الزندى:,Anatomy,Anatomy,يتوضع فى الحجره الخلفية للعضد,يتوضع امام الشريان العضدى,يمر خلف اللقيمة الانسيه للعضد,يتوضع أنسى وتر العاطفة الزندية,,,C,ABCD,no,infinite answers,high
936,Y1,كل ما يلي يمر من النفق البصري :,Anatomy,Anatomy,العصب البصري.,الشريان العيني.,A+B .,كل ما سبق خطأ.,,,C,ABCD,no,choose the right answer,high
937,Y2,تكون الطبقة الخارجية رقيقة جدا في :,Histology,Anatomy,الشرايين المرنة.,الشرايين الصغيرة.,الشرايين العضلية.,الشعيرات الدموية.,,,B,ABCD,no,indirect question,high
938,Y1,أحد ما يلي من الأوردة السطحية للطرف العلوي :,Anatomy,Anatomy,الوريد القاعدي,الوريد الزندي,الوريد العضدي,الوريد الابطي,,,A,ABCD,no,choose the right answer,high
939,Y2,يتصف الضغط الحلولي في الاوعية الدموية :,Histology and Anatomy,Anatomy,ناتج عن وجود العناصر الدموية من كريات وخلايا,متغير حسب مناطق الجسم والاوعية,يصل الى 35m.m.hg,ثابت في جميع أنحاء الجسم,,,D,ABCDE,no,infinite answers,high
940,Y1,وسائل اتحاد فاصلة في حركية المفصل:,Anatomy,Anatomy,المحفظة المفصلية,الأربطة,العضلات,السطوح المفصلية,,,C,ABCD,no,indirect question,high
941,Y2,في نقي العظم:,Histology,Anatomy,الصفيحات هي اجزاء سيتوبلاسمية غير حاوية على نواة الخلية النواة اكبر من الخلية ارومة الخلية النواة,طلائع الصفيحات هي استطالات متفرغة من ارومة الخلية النواة,الاجابتان A+B,كل ماسبق خطأ,,,D,ABCD,no,indirect question,high
942,Y2,تتواجد الحديبه الظهريه(ليستر),Anatomy,Anatomy,العظم الزورقى,على الوجه الظهرى للنهايه القاصيه للكعبره,قاعدة الناتئ الابرى للكعبره,قاعدة العظم المشطى الثانى والثالث,العظم الكبير,,B,ABCDE,no,indirect question,high
943,Y1,النهايات الحسبة في الجلد :,Anatomy,Anatomy,تتوزع بصورة منتظمة.,للألم والاهتزاز والتوازن.,تقل كثافتها بالأعضاء التناسلية.,تزداد كثافها حول فوهات الجسم.,,,C,ABCD,no,indirect question,high
944,Y2,أي مما يلي صحيح حول Luteum Corpus :,Histology,Anatomy,يتشكل في قشر المبيض.,يقوم بإفراز HCG.,يتألف من الخلايا الحبيبية و القراب الخارجي للقراب المتبقي.,كل ما سبق صحيح.,,,A,ABCD,no,question in english,high
945,Y1,. تنفتح القناة الصفراوية المشتركة على:,Anatomy,Anatomy,القطعة العفجية العلوية,القطعة العفجية النازلة,القطعة العفجية الافقية,القطعة العفجية الصاعدة,,,B,ABCD,no,indirect question,high
946,Y2,الحويصل المنوي :,Histology and Anatomy,Anatomy,أنبوب ملتوي بشدة,مبطن بظهارة بسيطة مسطحة,الظهارة تغطى بأهداب متفرعة تسمى,A+B,كل ما سبق صحيح,,A,ABCDE,no,indirect question,high
