id,specialty,level,answer,question,original_options,generated_options,bertscore_f1,flagged
1354,Biochemistry,Y1,B,يمكن ان يتفاعل الكلور مع البروبان في ضوء الشمس لانتاج-1 كلورو بروبان ماذا ندعو هذه الالية:,"أ) إضافة نكليوفيلية
ب) استبدال الجذور الحرة
ج) اضفة الكتروفيلية
د) استبدال الكتروفيلي","أ) تفاعل إضافة كهروإيجابية (Electrophilic addition)  
ب) تفاعل استبدال جذري حر/هلجنة جذورية (Free radical substitution)  
ج) تفاعل استبدال نيوكليوفيلي (Nucleophilic substitution)  
د) تفاعل حذف (Elimination)",0.8756,True
2174,Cell Biology,Y1,D,كل ما يلي يشكل 99% من كتلة ذرات جسم الانسان,"أ) H
ب) C
ج) N
د) P","أ) الأكسجين والكربون والهيدروجين والنيتروجين  
ب) الصوديوم والبوتاسيوم والكلور والكالسيوم  
ج) الحديد والزنك والنحاس واليود  
د) الفوسفور والمغنيسيوم والكبريت والفلور",0.8179,False
4325,Physiology,Y1,C,يزيد كل ما يلي من سرعة إفراغ المعدة ما عدا:,"أ) زيادة حجم الطعام
ب) زيادة حموضة الكيموس
ج) الوجبات الدسمة
د) الوجبات السائلة","أ) زيادة حجم الوجبة (تمدد المعدة)  
ب) زيادة سيولة/محتوى السوائل في الوجبة  
ج) زيادة حموضة الكيموس الداخل إلى الاثني عشر  
د) زيادة نشاط العصب المبهم (الباراسمبثاوي)",0.8971,True
3469,Ophthalmology,Y5,B,في اعتلال العصب البصري الإقفاري، كل مما يلي صحيح ما عدا:,"أ) يحدث لدى المرضى بعمر 45- 65 سنة
ب) يتميز ببدء مترقي
ج) يظهر لدى مرضى ارتفاع الضغط
د) يرتبط بالتهاب الش ا ريين كالتهاب الشريان الصدغي","أ) يحدث غالبًا عند كبار السن ويرتبط بعوامل خطورة وعائية مثل ارتفاع الضغط والسكري  
ب) يتظاهر بفقدان مفاجئ غير مؤلم للرؤية مع وجود عيب في المجال البصري (غالبًا عيب ارتفاعي)  
ج) يكون القرص البصري شاحبًا مع حواف واضحة منذ البداية دون وذمة حليمة  
د) قد يُشاهد تورم في رأس العصب البصري مع نزوف حول الحليمة في الطور الحاد",0.8519,True
1737,Genetics,Y1,C,يتشارك أقرباء الدرجة الثانية ب :,"أ) كل المادة الوراثية.
ب) نصف المادة الوراثية.
ج) ربع المادة الوراثية.
د) ثمن المادة الوراثية.","أ) 50% من الجينات  
ب) 25% من الجينات  
ج) 12.5% من الجينات  
د) 6.25% من الجينات",0.8867,True
4420,Physiology,Y2,C,تتحسس المستقبلات الكيميائية في البصلة السيسائية مباشرة لـ,"أ) PCO2 في الدم
ب) الشوارد الهيدروجينية في الدم
ج) الشوارد الهيدروجينية في السائل الخلالي
د) كل ما سبق","أ) الضغط الجزئي لثاني أكسيد الكربون في السائل الدماغي الشوكي (عبر تغيّر +H)  
ب) الضغط الجزئي للأكسجين في الدم الشرياني  
ج) درجة حموضة الدم الشرياني (H⁺) مباشرة  
د) ضغط الدم الشرياني (الضغط الشرياني المتوسط)",0.8801,True
1649,Biochemistry,Y2,D,كل ما يلي حول مريض التلاسيميا بينا الكبرى صحيح ما عدا:,"أ) العلاج الشافي هو زرع نقي العظم.
ب) يحتاج لنقل دم بشكل متكرر.
ج) لا يحدث لديه احتشاءات عادة.
د) عادة ما يموت بعمر ٦-٨ أشهر.","أ) يحتاج إلى نقل دم منتظم للحفاظ على مستوى الهيموغلوبين وتقليل فرط تكون الدم خارج النقي  
ب) يعاني غالبًا من تضخم الطحال وتشوهات عظمية نتيجة توسع نقي العظم  
ج) يترافق عادةً مع زيادة امتصاص الحديد وحدوث فرط حديد ثانوي يستلزم علاجًا خالبًا للحديد  
د) يتميز بارتفاع واضح في HbA مع انخفاض HbF في الرحلان الكهربائي للهيموغلوبين",0.8644,True
2556,Physics,Y1,C,تمثل النسبة,"أ) ثابت المتناسب
ب) عامل المرونة
ج) A,B
د) عامل اللدونة","أ) نسبة جزء إلى كل (مثل 3:5)  
ب) نسبة مئوية تعبّر عن جزء من مئة (%)  
ج) نسبة احتمال حدوث حدث معيّن (Risk/Probability)  
د) نسبة تركيز مادة في محلول (مثل mg/dL أو mmol/L)",0.8463,False
3271,Gastroenterology & Hepatology,Y2,E,يروي الشريان المساريقي العلوي (إجابة خطأ): 2015-2014,"أ) عفج.
ب) صائم.
ج) دقاق.
د) زائدة دودية.","أ) الجزء البعيد من الإثني عشر  
ب) الصائم واللفائفي  
ج) القولون الصاعد والثلثان القريبان من القولون المستعرض  
د) الثلث البعيد من القولون المستعرض والقولون النازل",0.8428,False
3062,Physics,Y1,C,لإنتقال الفوتونات في PET على خط واحد وفى إتجاهين.........فإنه يتم الكشف عن تطابقهما بحلقة من....... التى تحيط بالمريض فيها ترابط .......بين كل ..متقابلين وإذا أمكن تحديد الفارق في.......... وصول الفوتونين بدقة امكن حساب موقع النكليد المصدر.,"أ) متماثلين - الكواشف - إلكتروني - مكان
ب) متعاكسين - المنابع - بوزتروني - مكان
ج) متعاكسين - الكواشف - إلكتروني - زمن
د) كل ما سبق خاطئ","أ) متعاكسين؛ كواشف الوميض (Scintillation detectors)؛ ترابط تزامني (Coincidence)؛ كاشفين؛ زمن  
ب) متوازيين؛ كواشف الغاز؛ ترابط طاقي؛ كاشفين؛ الشدة  
ج) متعاكسين؛ كواشف شبه موصلة؛ ترابط مكاني؛ كاشفين؛ الطاقة  
د) متعامدين؛ كواشف التأين؛ ترابط عشوائي؛ كاشفين؛ التردد",0.8703,True
3591,Ophthalmology,Y5,E,إن ظهور الساد في عين واحدة فقط مع بقاء العدسة الأخرى شفافة تماماً يجب أن يدعو لاستقصاء ما يلي عدا:,"أ) السوابق الرضية على العين المصابة
ب) وجود سوابق التهابية في تلك العين
ج) وجود إصابة ورمية في تلك العين
د) متلازمة تغاير الصباغ لفوكس","أ) رضوض أو إصابة سابقة للعين (Traumatic cataract)  
ب) التهاب عنبي/التهاب قزحي هدبي مزمن في العين المصابة  
ج) استعمال موضعي أو جهازي للكورتيكوستيرويدات لفترة طويلة  
د) الساد الشيخي (المرتبط بالعمر) كسبب وحيد دون عوامل أخرى",0.8704,True
4242,Physiology,Y1,A,الخلايا التي تسهم في تشكيل الحاجز الدموي الدماغي هي:,"أ) العصبونات الكبيرة
ب) الخلايا النجمية
ج) الخلايا الدبقية الصغيرة
د) الخلايا السيسانية","أ) الخلايا البطانية للشعيرات الدموية الدماغية مع الوصلات المحكمة  
ب) الخلايا النجمية (الأقدام النهائية)  
ج) الخلايا الدبقية قليلة التغصن  
د) الخلايا الدبقية الصغيرة (الميكروغليا)",0.9065,True
3701,Pathology,Y2,A,من أسباب فرط حمولة الحديد:,"أ) القوت المنخفض للفوسفات
ب) دوالي المريء
ج) غزارة الحيض
د) الداء الزلاقي","أ) داء ترسّب الأصبغة الدموية الوراثي (Hemochromatosis)  
ب) نقل الدم المتكرر (مثل الثلاسيميا)  
ج) تناول مكملات الحديد بجرعات عالية لفترات طويلة  
د) فقر الدم الانحلالي المزمن/تكوّن الدم غير الفعّال (مثل فقر الدم الأروميّ الحلقي)",0.8746,True
993,Anatomy,Y1,B,تمتاز الفقرة الرقبية الأولى:,"أ) لها جسم.
ب) تدعى Atlas .
ج) لها ناتئ شوكي.
د) هي أكبر الفقرات الرقبية.","أ) بأنها حلقيّة الشكل ولا تحتوي على جسم أو نتوء شوكي  
ب) بأنها تمتلك نتوءًا سنّيًا (Dens) يميّزها  
ج) بأنها أكبر الفقرات الرقبية وتحتوي على ثقبة مستعرضة صغيرة جدًا  
د) بأنها تتصل مباشرةً بالفقرات الصدرية وتفتقر للسطوح المفصلية العلوية",0.8731,True
2033,Genetics,Y1,D,عرف ماندل الوراثة علي أنها:,"أ) ظاهرة حيوية متغيرة تعتمد علي الصفحة التي درست
ب) ظاهرة حيوية ثابتة لا تعتمد علي الصفحة التي درست
ج) ظاهرة حيوية ثابتة تعتمد علي الصفحة التي درست
د) كل ما سبق صحيح","أ) وحدات وراثية (جينات) تنتقل من الآباء إلى الأبناء وتحدد الصفات  
ب) تغيّرات مكتسبة تحدث خلال حياة الفرد وتنتقل مباشرة إلى النسل  
ج) تأثيرات بيئية بحتة هي المسؤولة عن ظهور الصفات دون دور للعوامل الوراثية  
د) انتقال الصفات يتم فقط عبر الدم دون وجود وحدات وراثية محددة",0.8517,True
1843,Cell Biology,Y1,B,يعطي النسج قوة وصلابة,"أ) الكولاجين الصفائحي .
ب) الكولاجين الليفي .
ج) كل من A + B .
د) كل ما سبق خاطئ .","أ) الكولاجين  
ب) الإيلاستين  
ج) البروتيوغليكانات  
د) حمض الهيالورونيك",0.874,True
526,Anatomy,Y1,A,تقع صفيحة الأكيمات في :,"أ) الدماغ المتوسط .
ب) البصلة.
ج) المخيخ.
د) الجسر.","أ) الطبقة المخاطية للرحم (بطانة الرحم)  
ب) المشيمة  
ج) الغشاء الأمنيوسي  
د) الغشاء الكوريوني (الكوريون)",0.8839,True
2772,Physics,Y1,A,أن قوه اللزوجة:,"أ) تعاكس جريان المائع
ب) تساعد جريان المائع
ج) ليس لها علاقة بجريان المائع
د) كل ما سبق صحيح","أ) قوة تنشأ بين طبقات السائل المتحركة وتقاوم الانزلاق النسبي بينها  
ب) قوة تجاذب كهربائية بين الشحنات المختلفة داخل السائل  
ج) قوة طفو تؤثر على الأجسام المغمورة وتساوي وزن السائل المزاح  
د) قوة ضغط ناتجة عن وزن عمود السائل وتزداد بزيادة العمق",0.8535,True
174,Anatomy,Y1,A,. اي من الفعاليات التالية تشارك بها البصلة,"أ) منعكس السعال
ب) التوازن
ج) منعكس الحدقة
د) الذوق","أ) تنظيم التوازن والاتزان الحركي  
ب) التحكم بالتنفس وضربات القلب وضغط الدم  
ج) معالجة المعلومات البصرية والسمعية العليا  
د) تنسيق الحركات الإرادية الدقيقة والتعلم الحركي",0.8715,True
4824,Statistics,Y1,A,اذا قبل المريض في يوم وتخرج في اليوم التالي فيحتسب,"أ) يوم الدخول
ب) يوم الخروج
ج) يوم الاستشفاء
د) A+B","أ) يوم واحد  
ب) يومان  
ج) لا يُحتسب يوم الدخول ويُحتسب يوم الخروج فقط  
د) لا يُحتسب إلا إذا تجاوزت الإقامة 24 ساعة",0.8967,True
4540,Statistics,Y1,D,الصحيح عن المنحني التكراري:,"أ) النقاط على ox تمثل قياساً
ب) النقاط على oy تمثل تواتر القياس
ج) النقاط على oy تمثل تكرار ظهور القياس في مجتمع
د) كل ما سبق صحيح","أ) يمثل توزيع البيانات على شكل منحنى يوضح تكرار القيم أو الفئات  
ب) لا يمكن استخدامه إلا مع البيانات النوعية فقط ولا يصلح للبيانات الكمية  
ج) يكون دائماً متماثلاً حول المتوسط ولا يتأثر بشكل التوزيع  
د) لا يعتمد على الفئات أو حدودها ويمكن رسمه دون تجميع البيانات",0.857,True
1888,Genetics,Y1,B,يعطي التصالب بين Rr و rr:,"أ) نمط ظاهري واحد.
ب) نمطين ظاهريين.
ج) ثالثة أنماط ظاهرية.
د) أربعة أنماك ظاهرية.","أ) 50% Rr و 50% rr  
ب) 100% Rr  
ج) 75% Rr و 25% rr  
د) 100% rr",0.85,True
4825,Statistics,Y1,C,اذا قبل المريض في يوم وتخرج في اليوم نفسه فيحتسب يوم .,"أ) دخول .
ب) خروج .
ج) مدة استشفاء .
د) A+B","أ) صحيح  
ب) خطأ  
ج) يعتمد على وقت الدخول (قبل/بعد منتصف الليل)  
د) يعتمد على نوع التأمين أو نظام المستشفى",0.8919,True
1806,Cell Biology,Y1,A,أكثر وأسهل الأشكال وصولا للطاقة في مصادر الطاقة طويلة الأجل:,"أ) المدرجات الأيونية
ب) الروابط التساهمية C-C
ج) ATP
د) لا شيء مما سبق","أ) الكربوهيدرات (الجلوكوز/الجليكوجين)  
ب) الدهون (الأحماض الدهنية/الدهون الثلاثية)  
ج) البروتينات (الأحماض الأمينية)  
د) الفيتامينات والمعادن",0.858,True
59,Histology,Y2,A,يتواجد في المناطق المعرضة لقوى السحب والشد,"أ) Fibrocartilage
ب) Elastic cartilage
ج) Hyaline cartilage
د) Elastic cartilage + hyaline cartilage كلاهما","أ) الغضروف الليفي  
ب) الغضروف الزجاجي  
ج) الغضروف المرن  
د) الغضروف المفصلي (الزجاجي)",0.8701,True
583,Anatomy,Y1,C,عظم الورك (الخاطئة) (مكرر):,"أ) توجد الثلمة الوركية الكبيرة الى الأعلى والخلف من الحق.
ب) تتبارز شوكة الإسك بين الثلمتين الوركيتين الكبيرة والصغيرة.
ج) تمفصل الفرعين العلويين لعظمي العانة في الأمام عبر ارتفاق العانة.
د) للإسك جسم وشعبتان علوية وسفلية.","أ) يتكوّن عظم الورك من الحرقفة والإسك والعانة ويلتحم عند الحُقّ  
ب) الحُقّ هو التجويف الذي يستقبل رأس عظم الفخذ لتكوين مفصل الورك  
ج) الثقبة السدادية تتكوّن من العانة والإسك وتُغلق غالبًا بالغشاء السدادي  
د) عظم الورك يتكوّن من عظم واحد فقط منذ الولادة ولا توجد مراكز تعظّم منفصلة",0.8558,True
484,Anatomy,Y2,E,اجسام الخلايا للالياف الحاسيه الناقله للذوق من الثلثين الاماميين للسان توضع فى,"أ) العقدة الجناحية الحنكية
ب) االعقدة الاذينيه
ج) عقدة ثلاثى التوائم
د) العقدة تحت الفك","أ) العقدة الركبية للعصب الوجهي (Geniculate ganglion)  
ب) العقدة تحت الفك السفلي (Submandibular ganglion)  
ج) العقدة الأذنية (Otic ganglion)  
د) العقدة العلوية للعصب اللساني البلعومي (Superior ganglion of glossopharyngeal nerve)",0.8668,True
1878,Genetics,Y1,D,تبدأ جميع عديدات الببتيد في بدائيات النوى بالحمض الأميني :,"أ) الميثيونين
ب) الفينيل ألانين
ج) الميثيونين المرتبط بمجموعة الفورميل
د) A+C","أ) ميثيونين (Methionine)  
ب) فورميل-ميثيونين (N-formylmethionine, fMet)  
ج) فالين (Valine)  
د) ألانين (Alanine)",0.8776,True
554,Anatomy,Y1,A,يتوضع الثلم المهمازي على الوجه :,"أ) الأنسي
ب) الوحشي
ج) السفلي
د) لا شيء مما سبق","أ) الأنسي للفص الجبهي  
ب) الوحشي للفص الصدغي  
ج) السفلي للفص القذالي  
د) العلوي للفص الجداري",0.9178,True
259,Anatomy,Y2,E,يحتوي الجيب العجاني العميق الذكري ماعدا:,"أ) إحليل غشائي.
ب) غدة بصلية إحليلية.
ج) معصرة إحليلية.
د) عصب ظهر القضيب.","أ) العضلة المستعرضة العجانية العميقة  
ب) العضلة العاصرة الخارجية للإحليل  
ج) الغدد البصلية الإحليلية (غدد كوبر)  
د) العضلة البصلية الإسفنجية (Bulbospongiosus)",0.8691,True
2709,Physics,Y1,D,عدد الفوتونات التي يصدرها اي جسم أو يمتصها يرتبط بـ:,"أ) طبيعة ذلك الجسم
ب) عدد المستويات الطاقية فيه
ج) تغير درجة حرارة الجسم المصدر
د) كل ما سبق صحيح","أ) درجة حرارة الجسم  
ب) مساحة سطح الجسم  
ج) طول موجة/تردد الإشعاع  
د) معامل الانبعاثية (Emissivity) للمادة",0.8786,True
582,Anatomy,Y1,B,القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد يحوي,"أ) تلم الرباط المدور
ب) تلم الرباط الوريدي
ج) تلم الأجوف السفلي
د) ثلم المرارة","أ) الوريد السري (الرباط المدور للكبد)  
ب) الوريد الأجوف السفلي  
ج) المرارة  
د) القناة الصفراوية المشتركة",0.9146,True
4214,Physiology,Y1,D,ان حقن مركب الفلوريدزين يؤدي :,"أ) محاصرة مصادر الطاقة اللازمة لاعادة امتصاص الغلوكوز
ب) يخفض بشدة المقدرة القصوى لامتصاص الغلوكوز
ج) يؤدي الي ظهور بيلة غلوكوزية
د) كل ما سبق صحيح","أ) إلى تثبيط إنزيم إنولاز في مسار التحلل السكري  
ب) إلى تنشيط إنزيم كولين إستيراز وزيادة النقل العصبي الكوليني  
ج) إلى زيادة تصنيع الهيم عبر تنشيط ALA synthase  
د) إلى تثبيط إنزيم Na⁺/K⁺-ATPase وحدوث فرط بوتاسيوم الدم",0.8449,False
